Unnamed: 0,Situation,emotion,empathetic_dialogues,labels,Unnamed: 5,Unnamed: 6
37635,I am nervous about an interview I have this week,apprehensive,"Customer :Thanks. Fingers crossed.
Agent :",You're welcome my friend.   It's their loss if they don't hire you!,,
47054,I don't think I should drive in town today.,apprehensive,"Customer :I don't think I should drive in town today, I have a bad feeling.
Agent :",what ended up happening?,,
57603,I invested a lot in shares. One day one of my important share went down. I was very worried at that time.,apprehensive,"Customer :No, that was a time when share market crashed. August 2015. I was very nervous at that time.
Agent :",Oh gotcha! Well at least it wasn't as bad as the crash of 2008.,,
10389,to believe my friend who said she didnt tell my secret ,apprehensive,"Customer :My friend says she didnt tell anyone my secret, but idk how i feel about that. 
Agent :",what exactly were you referring to,,
57226,"I recently joined a new team of people at work (a new work group), and I was feeling unsure about the goals of the project we were working on or whether the project was even a good idea or not.",apprehensive,"Customer :Why do you feel that way?
Agent :","I'm very pragmatic, and like to focus on the specific outcomes and logistics.  Everyone else on this team has more of a big-picture view and is concerned with how this will make our organization look good at a national scale.  It's a difference of priorities, I suppose.",,
47667,i have a doctors appointment this thursday and i'm very worried about it.,apprehensive,"Customer :Yes, definitely get a blood test so you know what you need to watch out for
Agent :",that's the plan.it's really scary to go thru all of this health issues.,,
24250,I was offered a job and wasn't sure if I should take it or not. There were a lot of variables in play.,apprehensive,"Customer :Is it related to your passion?
Agent :",Not really. I was just trying to move into a better position.,,
60349,I failed my math exam. I am an idiot.,ashamed,"Customer :Oh no, that's terrible. Is there anyway to redo it?
Agent :","No, I will just have to get an A on my final.",,
63297,I have a small party at my house last night and didn't invite my best friend.  Now I feel bad about it.,ashamed,"Customer :No, I just though she wouln't get along with the other people I had, but I still feel bad I didn't even tell her about the party.
Agent :",I can understand your feelings, but I suspect you made the right decision.  Maybe it is something you can talk with your friend about.  A good friend will understand.,
61025,I forgot to tip my bar waitress when I was drunk,ashamed,"Customer :Man I feel so dirty and bad
Agent :",What did you do?!,,
54776,I was shopping at the grocery store when I noticed my fly was undone. ,ashamed,"Customer :I was at the grocery store when I noticed my fly was undone!
Agent :","Well, let's pretend that no one noticed! Either that, if someone noticed, perhaps they smiled when they thought ""Wow, I've had that happen before, too"" ",,
57933,I was walking on the road and I fell,ashamed,"Customer :Wow! Did you have to go to the doctor?
Agent :","Yes the ambulance came and they top me to the hospital, they did an ex-ray.",,
4558,I failed my final exam. Now I'll lose my scholarship.,ashamed,"Customer :Oh man, that must be a horrible feeling.
Agent :",It is. I don't know how to pay for school now. All my work money goes to rent.,,
54162,I felt ashamed when I haven't made an effort on my appearance then head outside into the public,ashamed,"Customer :That's a good boost for me and I appreciate that. I just always worry about what people see first about me
Agent :",be nice to people and you'll see that that's the only thing people care about!,,
62955,Yesterday was my sister's birthday and I totally forgot to call her until today.,ashamed,"Customer :She said it was ok, but I still feel bad about it.  I guess I will have to compensate her with a great present.
Agent :",What will you get her?,,
53667,"I mistakenly stepped on someone without saying sorry,  and she got furious , people attacked me,  I felt so bad",ashamed,"Customer :I got a hot slap from a lady
Agent :",What is a hot slap? Sounds painful!,,
3740,I haven't made a home cooked meal in a while. We've been doing fast food every day.,ashamed,"Customer :Is it too hot to cook or do you just hate cooking?
Agent :","Well it gets really hot in the kitchen, but I just haven't been feeling like doing it. I feel bad.",,
24703,I feel bad. I want to end a friendship of over ten years,ashamed,"Customer :For what?
Agent :",I want to end a friendship of over ten years,,
28939,I always eat all of the ice cream before my kids can have any.,ashamed,"Customer :Why is that?
Agent :",I always eat all of the ice cream before my kids have any,,
1438,I was felt this way when I failed passing to the 10th grade.,ashamed,"Customer :What made it so difficult?
Agent :",Well I think the teachers in my state don't care enough to teach in a way that I understood.,,
62091,I was spending a night over with my girlfriend at her mom's house. While she was sleeping I ended up having sex with her mom.,ashamed,"Customer :While my girlfriend was sleeping we ended up having sex.
Agent :",that's so disgusting you are disgusting,,
3765,"I tried to steal some tuna and crackers from a gas station. My boyfriend and I were broke and traveling on a Greyhound, and we were so hungry. I got caught by an officer and felt so stupid",ashamed,"Customer :I got caught stealing food once when I was young and broke, traveling on a Greyhound. I felt awful about it.
Agent :","I was caught stealing once when I was younger. It was so embarassing, never did it again.",,
35407,I forgot to put gas in my car and I ran out of gas on the side of the road!,ashamed,"Customer :Oh my!  You must have been pretty embarrassed.  Did someone bring you gas?
Agent :","Yeah, I was so ashamed! I had to call my dad to get him to bring me gas.  Felt bad.",,
6186,I once was caught making out with my girlfriend at a family dinner. I didn't think they would find us out.,ashamed,"Customer :I bed it was exciting just because of the idea of getting caught!
Agent :",Well i got caught and i felt bad and awkward.,,
22653,I eat while I am asleep and I can't control it.,ashamed,"Customer :I eat while I am asleep and I can't control it, but I am humiliated by it.
Agent :",I'm so sorry.  I have dealt with a lot of sleep problems and night panic attacks so I know how hard it can be dealing with things like that. I have a friend who does the same thing. Don't be humiliated.  You can't control it.,,
48349,I ate my son's birthday ice cream cake.  I feel so guilty for my behavior.,ashamed,"Customer :I love ice cream cake, did you enjoy it?
Agent :","Yes, but I feel so guilty for my behavior. ",,
47647,I didn't pay my rent this month because I have some financial problems. The landlord have put a paper on a wall of the building notifying my neighbors that I didn't pay my rent. ,ashamed,"Customer :Yikes, that's really cruel of him to do that. I'm sure you're trying the best you can
Agent :","I am trying my best but I lost my job recently. Now, my neighbors are looking at me weirdly and some of them don't talk to me anymore. I feel bad about it.",,
37686,I ate a whole pack of cookies,ashamed,"Customer :No need beating yourself up something you can't change. Got another pack?
Agent :",sadly not,,
57370,A few months back I make serious mistake during an experiment.  Thankfully it didn't actually destroy the work.  I am still super embarrassed thinking about it.  ,ashamed,"Customer :I did though, I've apologized repeatedly.  we've discussed it multiple times.  It's hard because she brings it up in front of others. 
Agent :","Oh well that seems improper, you should bring it up to her supervisor.",,
33821,I drank all the beer in the house and woke up to my very angry wife.,ashamed,"Customer :Haha I'd say so. What was your excuse to her?
Agent :","I could say anything, I just apologized profusely ",,
56261,"I made a girl pregnant without marrying her, I feel so terrible because I am a very religious person",ashamed,"Customer :I need to go and confess my sins if not I won't be able to deal with the burden
Agent :",I am sorry you feel so bad about it. I sincerely believe God will forgive a truly repentant heart.,,
58925,Ever since I was a pre teen I've had the desire to dress as a woman. Unfortunately this has continued on into adult hood and is currently affecting things with my current relationship. ,ashamed,"Customer :I'm doing great. So I've got something I've got to get off my chest which isn't easy for me to speak about. 
Agent :","Sure, vent whatever you need.",,
30614,hit on friend wife,ashamed,"Customer :Well, just stop here, and all should be ok.
Agent :",yes. it stopped there. but i still feel horrible,,
54643,"ugh! I was at walmart the other day and slipped and fell right on my butt! to top it off, I was wearing a skirt and no panties. everyone around me saw eveything!",ashamed,"Customer :everyone around me was pointing and laughing. I think I saw a couple of smartphones whip out and people taking pictures 
Agent :",What really happened?,,
53663,"My brother had to go out of town with his family to a funeral lst month.He asked me to take care of his house plant for him and I said yes, but after he left I got so caught up in myself i forgot to water his plants and they all died.",ashamed,"Customer :My brother went out of town last month and asked me if I would water his plants for him while he was away.
Agent :",Did you do it? How far does he live from you?,,
33560,"I was late to work two days in a row this week, I feel horrinle",ashamed,"Customer :I was late to work two days in a row this week, I feel horribe
Agent :",work is such a drag. the time we lose from it we never get back,,
64377,I failed my drivers license exam because I didnt pay attention to oncoming traffic. I was so mad.,ashamed,"Customer :Oh no, when can you take it again?
Agent :",In about a week. I passed everything. It was on the way back. I got too excited.,,
57789,When I was younger I used to steal from my dad's wallet. I feel so bad about that now.,ashamed,"Customer :I used to steal money from my dad's wallet as a kid. I feel bad about that today.
Agent :",How old were you?,,
15416,I ate a box of donuts yesterday when I promised myself I wouldn't cheat on my diet. I am so let down on myself,ashamed,"Customer :It happens, sounds like you need to remove all the bad food from your home
Agent :","I know, but the temptation is always there for me. I'm pretty sure I have discipline issues.",,
59083,when i seen my friends for the first time in 5 years,ashamed,"Customer :Everyone feels that way when comparing themselves at those things. Except the pompous ones from school, those guys suck haha.
Agent :","lol, right. once i got there i felt better. ",,
15929,I saw someone drop $20 in the store. I picked it up and kept it.,ashamed,"Customer :I picked it up and kept. I feel bad.
Agent :",That's no good.  Did you get anything good with it?,,
22067,"I am ashamed of myself for being lazy and not going to the gym, I am not sure why I struggle with it",ashamed,"Customer :That is what I will try, I just keep making excuses
Agent :",One tiny baby step in the right direction and everything else will fall together piece by piece!!! ,,
55613,years ago i was stuck in a cycle of addiction and could not take care of my family and responsibilities. ,ashamed,"Customer :it started when i was 14 i was hanging out with the wrong people and i got really bad before i realized i needed help. i went to rehab and changed my life around, i stay healthy these days i'm about a year sober
Agent :",I'm glad you got the help you needed and ended up in an actually helpful rehab. It's always good when you have control of the things in your life. Just remember to stay strong when things get tough again and to lean on your support structure. ,,
32052,I lied to a friend over the weekend. It made me feel like a rat,ashamed,"Customer :Where I was the night before
Agent :",Why did you lie about it?,,
31265,I can't get my budget under control.,ashamed,"Customer :budget for what?
Agent :",For life,,
5564,"One time I was on travel for work, A bunch of us when out for drinks, and I butt dialed my wife who was at home watching our newborn.",ashamed,"Customer :I'm sorry, that must suck to get caught in a lie like that.
Agent :","I brought it on myself, so I can't complain too much.",,
46461,I failed to pass my exam. It makes me feel bad.,ashamed,"Customer :Oh no! What kind of exam was it?
Agent :",It's university final exam. It makes me sad.,,
2387,I felt so bad when I saw that I had accidentally run over my neighbor's rose bush. She worked so hard growing her flowers.,ashamed,"Customer :No, I never did which made me feel even worse. I ended up sending an anonymous letter with some cash in it. I didn't want her to be mad at me.
Agent :",Oh well that's a nice thing to do. I'm sure she forgives you because she knows you felt bad and wanted to make it right.,,
58836,"When my father died, I had to help my mother with everything. And the outpouring of help was amazing.",caring,"Customer :It is such a good thing to have to have people around who helps.
Agent :",I wouldn't be where I am without strong support!,,
8397,Just adopted a dog. We're gonna pick the little guy up this weekend.,caring,"Customer :Awww.. what kinda dog is it?
Agent :",It's a jack russell terrier!,,
62209,I really have feelings for my new girlfriend.,caring,"Customer :I love her more than anything.
Agent :",More than anything?! More than cats?? You must really love her!,,
33780,I really love my new girlfriend. I will do anything for her.,caring,"Customer :I really love my new girlfriend. I will do anything for her.
Agent :",Yes! love is an amazingly powerful thing.,,
50496,I went home for the summer and my mum cooked for me,caring,"Customer :Oh! That's so nice isn't it? where were you coming home from?
Agent :",I was coming from college. I felt so pampered and cared for. ,,
62153,I was walking alone one night and a puppy started following me. It was so cute. I didnt know what to do.,caring,"Customer :boo. poor pupper
Agent :","I was out of the country. If I was home, I would have just taken it to a shelter.",,
62708,I have to take my cat to the vet later today. I just want him to feel better,caring,"Customer :Has he been sick?
Agent :",He has been throwing up a little,,
20341,I worked at a soup kitchen to help the less fortunate. I really enjoy helping those who can't help themselves. ,caring,"Customer :People who take the time to help others are truely angels on Earth. Thank you for doing what you do.
Agent :",Thank you but it never seems like it's enough. I always want to do more!,,
43649, loved taking care of my sisters pet,caring,"Customer :i loved taking care of my sisters pet
Agent :",I love animals! What kind of pet does she have?,,
17025,it was nice taking care of my sisters dog the other day,caring,"Customer :a husky .. charlie
Agent :",My mom had a husky named Heidi for almost 16 years.  They are beautiful dogs but boy can they run away fast if they get an opportunity.,,
61075,I love my mom so much.  She has taken care of us kids really good!,caring,"Customer :Yeah.  She took care of us 3 kids all by herself.  Now she's doing really good for herself
Agent :",My mom did too. Your mom sounds incredible.,,
13169,Its been almost a year since my granny passed. I iss her so much.,caring,"Customer :We had a party for her birthday last month. It was lie she was there. We played her favorite music
Agent :",That sounds like a really good idea to do. ,,
32279,My cat passed away last week. The people at my office have been so nice about it. They actual got me flowers.,caring,"Customer :My cat recently passed away and my coworkers got me flowers. They can be so thoughtful at times. It makes me feel nice.
Agent :",Its nice to have friends like that,,
44496,I found a stray kitten outside the pizza place the other day. I brought it home to give it some love.,caring,"Customer :I'm not sure but it's gray and black and brown mixed and really cute and loving. I need to fatten her up some.
Agent :","Sounds like a plan, I hope she is around for years to come",,
50495,I went home for the summer and my mum cooked for me,caring,"Customer :I was coming from college. I felt so pampered and cared for. 
Agent :","Yes, I felt the same way when I went visit my dad up north. he is a great cook. i bet your mom is.",,
9150,I am the caretaker of my grandmother.,caring,"Customer :I live and take care of my grandmother too!
Agent :",What things we have in common!,,
21769,when i took care of my mom when she was sick ,caring,"Customer :Thanks! I was happy to take care of her. Its the least we can do as children. 
Agent :","Exactly, we have to return the favor since they put up with us when we were little.",,
34731,My moms dog has some big tumors and I have been researching how to shrink them. He is a bit old to go under surgery and I haven't seen many modern meds work so good on me or animals.,caring,"Customer :I am starting him on a few on Saturday. Bitter Apricot and Chlorella. They seem to have success in lab tests with animals and with people. 
Agent :",That must be so scary.  I'm really glad you have some good options to try.,,
9487,"I remember finding this baby bird having fallen from its nest, and placing it back. I felt really good afterward",caring,"Customer :Oh no
Agent :",Right? Luckily the nest wasn't to high up and I managed to get it back before a cat or something got it.,,
2873,When I lost a huge sum of money,caring,"Customer :When i lost my money I felt lost
Agent :",I surely feel your pain. What happened?,,
38656,i loved taking care of my sisters pet,caring,"Customer :i loved taking care of my sisters pet
Agent :",That is kind of you. What kind of pet was it?,,
8589,I made an elaborate dinner for my Moms birthday to show my appreciation for her.,caring,"Customer :I wanted to show my feelings for her with the food. I think I was able to do it by making all of her favorites.
Agent :",I bet she loved it!,,
34858,I was at the zoo one time. I monkey was chewing on a banana peel like it was hungry.,caring,"Customer :The lovely leaves fall from the trees.
Agent :",That's a whole lot of channels!,,
8181,The new addition to our family was just born this weekend.,caring,"Customer :The new addition to our family was just born this weekend.
Agent :",You must be thrilled. What did you have?,,
44864,I wanted to how my brother I cared about him. So I bought him a new jacket,caring,"Customer :oh thats sweet. did he like it?
Agent :","He did very much, He will wear it here soon when it gets colder",,
23864,I really love my dog. He is so dependent on me for nurturing.,caring,"Customer :I have a little toy poodle. He's a real smart one!
Agent :",Aww that's so cute!  Does he do any tricks?,,
3022,Looking after my young neice,caring,"Customer :A mother, father and a brother. You?
Agent :",I have a brother and a two neices.,,
13204,I always donate my old things to the less fortunate rather than selling them.,caring,"Customer :I always donate my old things
Agent :",That is commendable.  I try to,,
42945,I really try my best to help my mother.,caring,"Customer :I help her with money.
Agent :","That is nice of you to help, but why does she need you to give her money?",,
60730,I was dog-sitting for a friend. They were two little Chihuahuas and so cute. I babied them too much.,caring,"Customer :That is cute. How old are they?
Agent :","6 and 2. They are so tiny, they look like little puppies. I spoiled them rotten!",,
37016,Made some dinner for my mom's birthday,caring,"Customer :My mom's birthday was 2 days ago
Agent :",Did you guys have a nice celebration?,,
50430,My Grandma isn't doing well so I'm going to be going over every day to take care of her and cook for her.,caring,"Customer :whats wrong ? just an older woman ?
Agent :","She is older, 89.  She also has a blood disorder that keeps her tired and feeling ill.",,
21411,I cared for my grandfather the last few months of his life.  We both enjoyed the time we spent together,caring,"Customer :That's nice. I bet he appreciated it.
Agent :","Yeah, time is the only thing that matters, and i'm glad he left happy",,
38774,"I care about most poor people.  But I have more sympathy for those who are actually trying to improve their situation, than those who are just looking for a handout",caring,"Customer :I've got more sympathy for poor people who are actually trying to improve their situation, than those who are just looking for a handout
Agent :",Well of course..Like all the drunks and druggies begging for money who won't work on my corner? Most people are poor..and work hard!,,
11805,felt caring when my child was born,caring,"Customer :how old are they my kid is turning 2 next month
Agent :","10 and 13 now, but it never changes.",,
5110,I feel bad for the kids in my neighborhood. Their parents are trash.,caring,"Customer :That can be a hard situation to deal with. Any chance of moving?
Agent :",Hopefully I will be getting a house next year.,,
56424,I am provide for a family of 8. It's tiring but rewarding,caring,"Customer :I got lucky :) 
Agent :",That's awesome! You won the kiddo lottery! I wish you all the best of health and happiness!!! ,,
1180,"My husband cut his hand while working in the yard. He came inside and needed a bandage. I was able to care for his wound with alcohol, gauze and a bandage. I joked with him and made him smile.",caring,"Customer :Oh that's nice, you must have a hard-working husband.
Agent :","Yes! Unfortunately, while working on the fence, he grabbed a board with a rough edge and cut his hand.",,
29300,I felt very sad for someone I know who has a mental illness and works so hard sometimes to get better..but then other times they destroy it  all. I felt very compassionate for them today though ...as here they are working hard again.,caring,"Customer :I felt very sad for someone I know who has a mental illness and works so hard sometimes to get better..but then other times they destroy it all.
Agent :",Mental illness is very tough to deal with it by themselves.,,
16599,I really enjoy looking after defenseless animals.  All of our cats are rescues!,caring,"Customer :It sounds like you have a lot of animals!
Agent :",Not too many.  3 cats.  We just like to help them as much as we can and give them a good life.,,
46948,i loved taking care of my sisters pet the other day,caring,"Customer :its a bearded dragon
Agent :",ive always wanted one of those but to be honest i would be afraid lol ,,
24330,I feel so prepared for my driving test. I am pretty sure that I will pass.,confident,"Customer :I feel so prepared for my driving test. I am pretty sure that I will pass.
Agent :",That's good news did you already take the written portion,,
3759,I'm working toward a end of year goal right now.,confident,"Customer :Mostly financial stuff, the hard way, saving money.
Agent :",money is the goal that everyone dreams of,,
17496,My friend worked really hard this semester. I'm sure he'll do great.,confident,"Customer :I actually look up to him. Makes me want to work harder.
Agent :","That's a good way to look at it, to use them as motivation and a goal to strive for. Are you in school yourself, or just working?",,
17946,I know I will be a judge when I am older.,confident,"Customer :oh thats a very big position.
Agent :","Yes, and maybe one day I will be on the Supreme Court.",,
31853,I have a big presentation tomorrow at work.  I have prepared a lot for it and feel more than ready to hit it out of the park!,confident,"Customer :well,i wish you sucess
Agent :","Thanks, but I really don't need well wishes!  I know I will ace it!",,
20250,"I was excited before my speech, I knew it would be a hit.",confident,"Customer :I was trying to convince the convenience of laptop over desktop computers.
Agent :",They have their different pros and cons.,,
18304,I studied super hard for a test and was sure i would pass,confident,"Customer :yea i did great it was awesome
Agent :",That is nice. Congratulation.,,
46691,"I asked my friend to get some stuff for a party, I knew he would come through though.",confident,"Customer :Like food and decorations and things like that.
Agent :","Oh nice, what kind of party?",,
49304,I have to put together a 1000 piece puzzle by tomorrow.  I know I will do it.,confident,"Customer :I am sure I will do it.
Agent :",that's the confidence. I am sure you will do it,,
26371,When I took my PA school exam.,confident,"Customer :I know, right!? Congratulations on your exam, as well.
Agent :",You will do great!,,
16359,"Waiting to hear results on the photo I sent in for the contest. I've seen the other entries, and I think mine has a good chance of winning.",confident,"Customer :When will you find out?
Agent :",2 weeks from now. I wish it was sooner.,,
42242,I am sure that I will complete my tasks for the day.,confident,"Customer :Is that a good thing or a bad thing?
Agent :",It's good if I can get it all done.,,
36246,I am the best at magic. I'm going to be the next David Copperfield. ,confident,"Customer :well I can do a lot of card tricks, but I'm also good at slight of hand and bigger illusions as well. 
Agent :",Thats pretty cool! I am fascinated by that!,,
1647,"At work, my coworker are suprised how confident I am in beeing able to achieve difficult taks.",confident,"Customer :At work, my coworker are suprised how confident I am in being able to achieve difficult taks.
Agent :",That's great! It's important to have confidence in yourself and your abilities at work to be successful. It's a good example to set for your coworkers too!,,
21127,"Tomorrow, I am doing a presentation to my CEO. I am sure that I will give a good impression.",confident,"Customer :Tomorrow, I am doing a presentation to my CEO. I am sure that I will give a good impression.
Agent :","Wow, good luck.  I hope it all goes well. It sounds like you're confident that it will. Have you done one before?",,
18588,i went in knowing i was going to do great on that test,confident,"Customer :i got a 99!
Agent :",Awesome! So happy for you my friend,,
40495,I have an interview this week. I am gfoing to ace it.,confident,"Customer :It's with a homeless charity
Agent :",What is the name of the charity?,,
9352,I think my next date is going to go well. Too many bad ones.,confident,"Customer :I hope it is - do you have any funny experiences from the bad ones?
Agent :",I told a guy I was afraid of zombies and he laughed so hard I just wanted to go home.,,
14115,I recently went to the eye doctor. And I had to take an eye exam. It went very well. ,confident,"Customer :What's wrong with your sight?
Agent :","I thought that maybe I needed new eyeglasses, but it turns out that everything was fine and I can see well.",,
19786,I went out on a date the other night.  We had a great time and I am very sure that we will go out again sometime soon.,confident,"Customer :I had the most amazing time the other night and I am so happy and I feel like I'm on cloud 9.
Agent :",Please tell me what happened! I wish I did too!!,,
34379,getting new job,confident,"Customer :im scared but know i can do it
Agent :",It will be fine. Switching jobs can be scary at first sometimes,,
44235,When I got my hair cut and a new jacket. I was very stylish.,confident,"Customer :Feeling real good about myself in this new jacket.
Agent :",Oh nice! Where did you buy it?,,
10115,I am starting to help my cousin out in his garage. It's hard for him to find time to show me things so I've just jumped in and been doing it and I'm doing pretty well at it.,confident,"Customer :I am starting to help my cousin out in his garage. It's hard for him to find time to show me secretarial type things, so I've just jumped in and been doing it. I'm doing pretty well so far.
Agent :",that is very thoughtful of you,,
59343,When I passed Calculus and obtained my Bachelors,confident,"Customer :Congratulations! Are you happy to be done?
Agent :",Yes! It took me a few years longer than expected but I can finally say I finished,,
59371,"Yesterday, I had an important meeting. But, I prepared very well for that, and I was very much assertive. And I did a good job!",confident,"Customer :Yesterday, I had an important meeting, with my client
Agent :",i hope it went well for you.,,
45901,I just saved a bunch of people on the beach this week.,confident,"Customer :Nice! I am glad to hear that you got to use your Baywatch-esque skills!
Agent :","Yeah, they are saying that I will be the head lifeguard for next season.  I have never been so pumped.",,
34734,i lost a lot of weight i love walking around now shirtless,confident,"Customer :lost a lot of weight now i can walk around shirtless which i did yesterday
Agent :","Well hopefully you are a guy? I know how you feel, it feels great to lose weight!",,
32433,"I feel pretty confident about asking for a raise, I think I deserve it a lot",confident,"Customer :Why's that?
Agent :",I do a lot of work and out perform my coworkers,,
33975,I believe I will get the job I interviewed for,confident,"Customer :how did it go?
Agent :",I think it went well.,,
14343,"In freshman year of college I thought I was gonna completely bomb my calculus final. In the end I studied a ton and thought I would do well, which I did.",confident,"Customer :Last year as a freshman in college I thought I was gonna fail my calculus final so hard.
Agent :",Uh oh! So what happened? Did you end up passing it?,,
48240,I have to make a wedding cake this weekend.  I am sure it will be easy.,confident,"Customer :Do you make them for a living or as a hobby?
Agent :",It's a hobby.  I am sure it will be quite easy.,,
14605,I'll be come out in flying colors in my promotional exams,confident,"Customer :I can not even imagine one hour!
Agent :","Yeah ,that's working hard playing less I suppis",,
49963,I've start a new job tomorrow. I'm feeling really good about it.,confident,"Customer :I wish you the very best and much success. I hope it's a million times better than your old job.
Agent :",ME TOO :D,,
30629,I have been taking speech therapy classes.,confident,"Customer :That's great, good for you for taking charge of the situation 
Agent :",Thanks. I feel so much more confident now when speaking to people.,,
12238,I was at the beach and walked around with my shirt off because i lost 5 lbs,confident,"Customer :That is great.  Well done!
Agent :",it was hard work,,
911,We recently went on vacation with some friends to Disney world.  They had never been before and we are annual passholders so we have been several times over the last year.,confident,"Customer :We had a great time!  We both have small kids so they loved playing together, and it was nice to get to help show our friends the ropes and all the 'secrets' lol
Agent :",Acting as a 'mentor' in these situations is always fun and it makes the whole experience better!,,
51854,I am going to do well at work tomorrow. I am prepared for it,confident,"Customer :I am going to do well at work tomorrow. I am prepared for it
Agent :",Well with what?,,
25435,"I went into a test at work the other day.  I knew that I had been training for it for a while, and felt good about my abilites going into it.",confident,"Customer :I had a test at work the other day.  I wasn't really fretting it though.
Agent :",Did you study?,,
28113,I'm very pleased with both of my daughters' academic performance.,confident,"Customer :That is great, do they enjoy it?
Agent :","Yes, I think that they do. They don't usually dread school like a lot of kids do.",,
45109,"I think the Eagles can win the superbowl again this year, they are looking really good",confident,"Customer :Did they win their preseason game? 
Agent :","No but their quarterbacks did not really play, so it was expected",,
17889,I took a test last week.  I know I did very well on it.,confident,"Customer :How did you do?
Agent :",I know I did very well.,,
57862,"I'm happy with my life at the moment. I have a wife, kids and a dog who I love very much.",content,"Customer :These days I feel like I got it all. I'm not rich by any means but I am enriched by a loving wife, children and a dog.
Agent :",I think I have a problem with jealousy because it's starting all over again. What sort of dog do you have?,,
7428,"After 40k in credit card bills and a mortgage, I finally paid it all off.",content,"Customer :After 40k in credit card bills and a mortgage, I finally paid it all off
Agent :",That's great.  True freedom!,,
23726,My car gets me where i need to go.,content,"Customer :My car gets me where i need to go.
Agent :",That's good to hear! What kind of car is it?,,
22716,I went on a bike ride tonight after work.  No one else was on the trail and I was very relaxed.,content,"Customer :I went on a bike ride after work today.  It was very peaceful.  Just me, the mountains, and my thoughts.  
Agent :",That sounds relaxing! How was the weather?,,
59290,After I bought my house I felt happy about my life.,content,"Customer :That is exactly how it went. Do you own a home?
Agent :","No, Where I live in Colorado , it would be the size of a match box for way too much money.",,
41417,I just ate breakfast and did all my chores. Now I can relax for the rest of the day.,content,"Customer :I just ate breakfast and did all my chores. Now I can relax for the rest of the day.
Agent :",Relaxation is very needful,,
3902,I finally got an interview! I have been applying for jobs for months!,content,"Customer :I have applied to so many jobs lately. I have some super exciting news!
Agent :",What's the news? Do you have an interview?,,
13196,I felt good and normal going to my brothers wedding. It just felt nice to know he was going to be happy,content,"Customer :Its coming up in the fall
Agent :",Fall is a wonderful time to have it. Are you going to be the best man?,,
49992,My son's at school and my daughter's napping. I'm so relaxed.,content,"Customer :I'm so relaxed right now. My daughter is asleep and my son is at school.
Agent :","That is good, are you going to have a nap?",,
43859,i love the rain,content,"Customer :I don't sleep at all lol i have a little baby who wakes up every couple of hours, but i do love to sleep listening to the rain
Agent :",Oh well at least you get to listen to it now,,
57522,I sat in a hot tube and it was nice and relaxing,content,"Customer :Yeah is helped get rid of all my stress
Agent :",That is good. It's not good to be stressed. ,,
56130,I feel most content drinking coffee early in the morning on my back porch,content,"Customer :Tell me more,i would love to know!
Agent :",Drinking hot coffee outside. Your only company, the morning dew and the rising sun,
16526,Going to the lake after work. Can't wait to see all the dogs and just relax.,content,"Customer :Going to the lake after work. Can't wait to see all the dogs and just relax.
Agent :",That sounds so relaxing! What kind of dog do you have.,,
7551,I think my life is right where it should be.,content,"Customer :Nothing bad in a long time is all. I am so used to bad news. Things are just working out.
Agent :","Still, that's still great. You better knock on some wood though, just in case. Don't jinx it!",,
10447,Last night I was laying with my husband and daughter and I felt so relaxed. It is what life is all about.,content,"Customer :I love it too! I felt so at east. Life is about the small things!
Agent :",Yes it sure is! We must appreciate the things that money cant buy too!,,
62585,I love watching my kids play outside. It's so relaxing.,content,"Customer :Yes and they have lots to do like a swingset, trampoline, waterslide.
Agent :",I am so jealous of you then ha,,
39457,I am happy I don't have neighbors close to me. Its so quiet at my house,content,"Customer :I am so happy the houses in my neighborhood are far apart
Agent :",You dont like your neighbors?,,
58151,I spring cleaned my whole house. Then I sat and enjoyed a book.,content,"Customer :Thanks! It was a summer beach novel, so it was an easy read.
Agent :",Neat! I am trying to find so good books to start reading.,,
19715,"I really have nothing to complain about. I have a roof over my head, a good job, and a wonderful family. Life is good!",content,"Customer :Life is good for both of us then. I am thankful every day that I am so blessed.
Agent :",me too. some are not as fortunate as us.,,
50315,"I'm happy with my new diet, I don't feel hungry and have cravings like I usually do",content,"Customer :I'm happy with my new diet, I don't feel hungry and have cravings like I usually do
Agent :",That's great!  I've had trouble with changing my diet before.  What kind are you doing?,,
41173,We spent a day at the park. It was so nice and relaxing. Being in nature just makes me happy. ,content,"Customer :Not as much as I would like. We have five kids so we are always running around with their activities. 
Agent :",I understand.,,
16556,The weather outside is great for this time of year.,content,"Customer :The high today was 90.  Normally its around 98-100.
Agent :",I think I wouldn't go outside in close to 100 degree weather. That's crazy.,,
47288,I ate at my favorite restaurant earlier and was feeling better than ever afterwards!,content,"Customer :It's a tiny little thai place
Agent :","I love thai food, I can see why it made you feel good!",,
22798,Spent the day yesterday just hanging out with friends,content,"Customer :Spent the day yesterday just hanging out with friends and just watching shows
Agent :",that sounds like a nice sunday,,
49465,Sitting outside watching a storm arrive on my back porch I felt quite at ease with the world!,content,"Customer :Sitting outside watching a storm arrive on my back porch I felt quite at ease with the world!
Agent :",I love watching heavy storms with thunder and lightening!,,
20635,When i ate thanksgiving dinner last year,content,"Customer :Definitely I cant wait for this years thanksgiving 
Agent :",SO that history can repeat itself?,,
7684,I love laying in my bed in the morning,content,"Customer :It's not bad to lay around all day if you want.
Agent :",That's right ... I wish I could do that ... disconnect,,
