doc_id,prompt,response,emotion_raw,emotion_label
269,My cat passed away last week. The people at my office have been so nice about it. They actual got me flowers.,my cat recently passed away and my coworkers got me flowers. they can be so thoughtful at times. it makes me feel nice.,caring,calm
270,I found a stray kitten outside the pizza place the other day. I brought it home to give it some love.,i am not sure but it is gray and black and brown mixed and really cute and loving. i need to fatten her up some.,caring,calm
271,I am the caretaker of my grandmother.,i live and take care of my grandmother too!,caring,calm
272,when i took care of my mom when she was sick ,thanks! i was happy to take care of her. its the least we can do as children.,caring,calm
273,My moms dog has some big tumors and I have been researching how to shrink them. He is a bit old to go under surgery and I haven't seen many modern meds work so good on me or animals.,i am starting him on a few on saturday. bitter apricot and chlorella. they seem to have success in lab tests with animals and with people.,caring,calm
274,When I lost a huge sum of money,when i lost my money i felt lost,caring,calm
275,i loved taking care of my sisters pet,i loved taking care of my sisters pet,caring,calm
276,I made an elaborate dinner for my Moms birthday to show my appreciation for her.,i wanted to show my feelings for her with the food. i think i was able to do it by making all of her favorites.,caring,calm
277,I was at the zoo one time. I monkey was chewing on a banana peel like it was hungry.,the lovely leaves fall from the trees.,caring,calm
278,The new addition to our family was just born this weekend.,the new addition to our family was just born this weekend.,caring,calm
279,I wanted to how my brother I cared about him. So I bought him a new jacket,oh thats sweet. did he like it?,caring,calm
280,I really love my dog. He is so dependent on me for nurturing.,i have a little toy poodle. he is a real smart one!,caring,calm
281,Looking after my young neice,"a mother, father and a brother. you?",caring,calm
282,I always donate my old things to the less fortunate rather than selling them.,i always donate my old things,caring,calm
283,I really try my best to help my mother.,i help her with money.,caring,calm
284,I was dog-sitting for a friend. They were two little Chihuahuas and so cute. I babied them too much.,that is cute. how old are they?,caring,calm
285,Made some dinner for my mom's birthday,my mom is birthday was days ago,caring,calm
286,My Grandma isn't doing well so I'm going to be going over every day to take care of her and cook for her.,whats wrong ? just an older woman ?,caring,calm
287,I cared for my grandfather the last few months of his life.  We both enjoyed the time we spent together,that is nice. i bet he appreciated it.,caring,calm
288,"I care about most poor people.  But I have more sympathy for those who are actually trying to improve their situation, than those who are just looking for a handout","i have got more sympathy for poor people who are actually trying to improve their situation, than those who are just looking for a handout",caring,calm
289,felt caring when my child was born,how old are they my kid is turning next month,caring,calm
290,I feel bad for the kids in my neighborhood. Their parents are trash.,that can be a hard situation to deal with. any chance of moving?,caring,calm
291,"My husband cut his hand while working in the yard. He came inside and needed a bandage. I was able to care for his wound with alcohol, gauze and a bandage. I joked with him and made him smile.","oh that is nice, you must have a hard-working husband.",caring,calm
292,I felt very sad for someone I know who has a mental illness and works so hard sometimes to get better..but then other times they destroy it  all. I felt very compassionate for them today though ...as here they are working hard again.,i felt very sad for someone i know who has a mental illness and works so hard sometimes to get better..but then other times they destroy it all.,caring,calm
293,I really enjoy looking after defenseless animals.  All of our cats are rescues!,it sounds like you have a lot of animals!,caring,calm
294,I feel so prepared for my driving test. I am pretty sure that I will pass.,i feel so prepared for my driving test. i am pretty sure that i will pass.,confident,joy
295,I'm working toward a end of year goal right now.,"mostly financial stuff, the hard way, saving money.",confident,joy
296,My friend worked really hard this semester. I'm sure he'll do great.,i actually look up to him. makes me want to work harder.,confident,joy
297,I know I will be a judge when I am older.,oh thats a very big position.,confident,joy
298,"I was excited before my speech, I knew it would be a hit.",i was trying to convince the convenience of laptop over desktop computers.,confident,joy
299,I studied super hard for a test and was sure i would pass,yea i did great it was awesome,confident,joy
300,"I asked my friend to get some stuff for a party, I knew he would come through though.",like food and decorations and things like that.,confident,joy
301,I have to put together a 1000 piece puzzle by tomorrow.  I know I will do it.,i am sure i will do it.,confident,joy
302,When I took my PA school exam.,"i know, right!? congratulations on your exam, as well.",confident,joy
303,"Waiting to hear results on the photo I sent in for the contest. I've seen the other entries, and I think mine has a good chance of winning.",when will you find out?,confident,joy
304,I am sure that I will complete my tasks for the day.,is that a good thing or a bad thing?,confident,joy
305,I am the best at magic. I'm going to be the next David Copperfield. ,"well i can do a lot of card tricks, but i am also good at slight of hand and bigger illusions as well.",confident,joy
306,"At work, my coworker are suprised how confident I am in beeing able to achieve difficult taks.","at work, my coworker are suprised how confident i am in being able to achieve difficult taks.",confident,joy
307,"Tomorrow, I am doing a presentation to my CEO. I am sure that I will give a good impression.","tomorrow, i am doing a presentation to my ceo. i am sure that i will give a good impression.",confident,joy
308,I have an interview this week. I am gfoing to ace it.,it is with a homeless charity,confident,joy
309,I think my next date is going to go well. Too many bad ones.,i hope it is - do you have any funny experiences from the bad ones?,confident,joy
310,I recently went to the eye doctor. And I had to take an eye exam. It went very well. ,what is wrong with your sight?,confident,joy
311,I went out on a date the other night.  We had a great time and I am very sure that we will go out again sometime soon.,i had the most amazing time the other night and i am so happy and i feel like i am on cloud .,confident,joy
312,When I got my hair cut and a new jacket. I was very stylish.,feeling real good about myself in this new jacket.,confident,joy
313,I am starting to help my cousin out in his garage. It's hard for him to find time to show me things so I've just jumped in and been doing it and I'm doing pretty well at it.,"i am starting to help my cousin out in his garage. it is hard for him to find time to show me secretarial type things, so i have just jumped in and been doing it. i am doing pretty well so far.",confident,joy
314,When I passed Calculus and obtained my Bachelors,congratulations! are you happy to be done?,confident,joy
315,"Yesterday, I had an important meeting. But, I prepared very well for that, and I was very much assertive. And I did a good job!","yesterday, i had an important meeting, with my client",confident,joy
316,I just saved a bunch of people on the beach this week.,nice! i am glad to hear that you got to use your baywatch-esque skills!,confident,joy
317,i lost a lot of weight i love walking around now shirtless,lost a lot of weight now i can walk around shirtless which i did yesterday,confident,joy
318,"In freshman year of college I thought I was gonna completely bomb my calculus final. In the end I studied a ton and thought I would do well, which I did.",last year as a freshman in college i thought i was gonna fail my calculus final so hard.,confident,joy
319,I have to make a wedding cake this weekend.  I am sure it will be easy.,do you make them for a living or as a hobby?,confident,joy
320,I'll be come out in flying colors in my promotional exams,i can not even imagine one hour!,confident,joy
321,I've start a new job tomorrow. I'm feeling really good about it.,i wish you the very best and much success. i hope it is a million times better than your old job.,confident,joy
322,I have been taking speech therapy classes.,"that is great, good for you for taking charge of the situation",confident,joy
323,I was at the beach and walked around with my shirt off because i lost 5 lbs,that is great. well done!,confident,joy
324,We recently went on vacation with some friends to Disney world.  They had never been before and we are annual passholders so we have been several times over the last year.,"we had a great time! we both have small kids so they loved playing together, and it was nice to get to help show our friends the ropes and all the isecrets' lol",confident,joy
325,I am going to do well at work tomorrow. I am prepared for it,i am going to do well at work tomorrow. i am prepared for it,confident,joy
326,"I went into a test at work the other day.  I knew that I had been training for it for a while, and felt good about my abilites going into it.",i had a test at work the other day. i was not really fretting it though.,confident,joy
327,I'm very pleased with both of my daughters' academic performance.,"that is great, do they enjoy it?",confident,joy
328,"I think the Eagles can win the superbowl again this year, they are looking really good",did they win their preseason game?,confident,joy
329,"I'm happy with my life at the moment. I have a wife, kids and a dog who I love very much.","these days i feel like i got it all. i am not rich by any means but i am enriched by a loving wife, children and a dog.",content,joy
330,"After 40k in credit card bills and a mortgage, I finally paid it all off.","after k in credit card bills and a mortgage, i finally paid it all off",content,joy
331,My car gets me where i need to go.,my car gets me where i need to go.,content,joy
332,I went on a bike ride tonight after work.  No one else was on the trail and I was very relaxed.,"i went on a bike ride after work today. it was very peaceful. just me, the mountains, and my thoughts.",content,joy
333,After I bought my house I felt happy about my life.,that is exactly how it went. do you own a home?,content,joy
334,I just ate breakfast and did all my chores. Now I can relax for the rest of the day.,i just ate breakfast and did all my chores. now i can relax for the rest of the day.,content,joy
335,I finally got an interview! I have been applying for jobs for months!,i have applied to so many jobs lately. i have some super exciting news!,content,joy
336,I felt good and normal going to my brothers wedding. It just felt nice to know he was going to be happy,its coming up in the fall,content,joy
337,My son's at school and my daughter's napping. I'm so relaxed.,i am so relaxed right now. my daughter is asleep and my son is at school.,content,joy
338,I sat in a hot tube and it was nice and relaxing,yeah is helped get rid of all my stress,content,joy
339,I feel most content drinking coffee early in the morning on my back porch,"tell me more,i would love to know!",content,joy
340,Going to the lake after work. Can't wait to see all the dogs and just relax.,going to the lake after work. cannot wait to see all the dogs and just relax.,content,joy
341,I think my life is right where it should be.,nothing bad in a long time is all. i am so used to bad news. things are just working out.,content,joy
342,Last night I was laying with my husband and daughter and I felt so relaxed. It is what life is all about.,i love it too! i felt so at east. life is about the small things!,content,joy
343,I love watching my kids play outside. It's so relaxing.,"yes and they have lots to do like a swingset, trampoline, waterslide.",content,joy
344,I am happy I don't have neighbors close to me. Its so quiet at my house,i am so happy the houses in my neighborhood are far apart,content,joy
345,I spring cleaned my whole house. Then I sat and enjoyed a book.,"thanks! it was a summer beach novel, so it was an easy read.",content,joy
346,"I really have nothing to complain about. I have a roof over my head, a good job, and a wonderful family. Life is good!",life is good for both of us then. i am thankful every day that i am so blessed.,content,joy
347,"I'm happy with my new diet, I don't feel hungry and have cravings like I usually do","i am happy with my new diet, i do not feel hungry and have cravings like i usually do",content,joy
348,We spent a day at the park. It was so nice and relaxing. Being in nature just makes me happy. ,not as much as i would like. we have five kids so we are always running around with their activities.,content,joy
349,The weather outside is great for this time of year.,the high today was . normally its around -.,content,joy
350,I ate at my favorite restaurant earlier and was feeling better than ever afterwards!,it is a tiny little thai place,content,joy
351,Spent the day yesterday just hanging out with friends,spent the day yesterday just hanging out with friends and just watching shows,content,joy
352,Sitting outside watching a storm arrive on my back porch I felt quite at ease with the world!,sitting outside watching a storm arrive on my back porch i felt quite at ease with the world!,content,joy
353,When i ate thanksgiving dinner last year,definitely i cant wait for this years thanksgiving,content,joy
354,I love laying in my bed in the morning,it is not bad to lay around all day if you want.,content,joy
355,I went to a new restaurant and was pleasantly surprised by the food. It was better than I expected. . ,i just tried a new restaurant that everyone has been talking about?,content,joy
356,I made a big pot of Vegetable soup. After eating a big bowl I was completely satisfied and just wanted to nap in my chair.,i made a big pot of vegetable soup. after eating a big bowl i was completely satisfied and just wanted to nap in my chair.,content,joy
357,The sun is shining and I have the day to myself.,"must be nice, planning anything exciting?",content,joy
358,I frequently curl up with a good book to relax. It can be so peaceful.,yes! it can be so peaceful!,content,joy
359,"I am satisfied this week, I have delivered a good project on time. ",thats great! for school or work?,content,joy
360,I was tired when I got home from work yesterday so I just sat on the couch for the rest of the evening and watched tv.,i was pretty happy to just watch tv and relax,content,joy
361,I was supporting Real Madrid in UEFA cup 2017. And I was very much pleased when we won the cup,we won indeed! i was very much pleased when i heard the news.,content,joy
362,"My fiance took a new job about a year ago, and he would eventually get his own work vehicle after the 6 months of training. After that long time of him having the car all day I am happy that his training is over and he gets his work truck and I get the car back!",yes i do! then on the other hand i do not have an excuse when i really dont want to get up and do something too. double edge sword i guess,content,joy
363,I just finished my last exam and am very relieved to be finished!,i just finished my last exam and am very relieved to be finished!,content,joy
364,I am so happy. I finally got used to the single life and it is awesome,i have finnaly gotten used to being single,content,joy
365,I am lucky to have a decent paying job,i work for an online retail company. i do not make a lot of money but i am not struggling anymore,content,joy
366,Feeling lucky to not have plans,feeling lucky to not have plans,content,joy
367,"I am feeling this way in my life now, I am so happy",that is great to hear!,content,joy
368,I couldn't believe it when a rock bounced off the car in front of me and cracked my windshield. I am so frustrated at the moment.,i could not believe it when a rock bounced off the car in front of me and cracked my windshield. i am so frustrated at the moment.,devastated,sadness
369,i was crushed when i wasnt able to leave work the other day,"aww, what happened? you missed something emergency?",devastated,sadness
370,I met this girl on Tinder and we really hit it off. Turns out she was crazy and led me on for a while and that made me upset.,she made me think that things would work out but they did not at all!,devastated,sadness
371,I was broken when i heard a bad news from my office,some of my collegues wete sacked by the management,devastated,sadness
372,"My laptop broke, and I lost all the information on it.",no way at all. i have got to start from scratch.,devastated,sadness
373,"A bad storm with a tornado almost went through my town, I was so scared","no, i live in an apartment",devastated,sadness
374,I was just informed my grandma has cancer.,"wow i am so sorry to hear that, my grandmother passed from cancer about years ago",devastated,sadness
375,I lost my cat last week. I am so sad.,i lost my cat last week. i am so sad.,devastated,sadness
376,"Last week, my wife told me that she had a lover. I felt totally destroyed.",wow. thats crazy. im sorry,devastated,sadness
377,The hurricane violently ripped through my neighborhood. ,oh god! is everyone you care about ok?,devastated,sadness
378,The first time I took the SAT my score was so much lower than I thought that I paid for a class after a week of depression.,i bombed so bad on my first attempt at the sat that i did not talk for a week and paid bucks for a prep course,devastated,sadness
379,"When my car would not start the other morning, it was pretty sad","when my car would not start the other morning, it was pretty sad",devastated,sadness
380,"I was heartbroken when my grandmother passed away, it still hurts me a lot",i understand. i had the same feeling. when did she passed away?,devastated,sadness
381,I woke up really wanting some coffee... turns out my coffee machine isn't working. What a morning,oh no! it can be annoying especially early mornings at work with no coffee. hope you stay away!,devastated,sadness
382,"I forgot to put the e-brake on in my car the other day, it was awful watching that 1.3 million dollar ferrari f40 roll into the lake.","not well, it was pretty awful watching my . million dollar ferrari f roll into the lake.",devastated,sadness
383,i was crushed when i saw someone had taken my lunch from the fridge at work,i was crushed when i saw someone had taken my lunch from the fridge at work,devastated,sadness
384,My girlfriend dumped for my best friend.,"oh now man, thats terrible. she didnt deserve such an amazing person like you.",devastated,sadness
385,"my cat's an outdoor cat that i let out to have fun, and i just found out he was run over by a car yesterday",what color was he- and its not your fault you were just doing what you thought was best for him.,devastated,sadness
386,I am sad that they closed my favorite restaurant.,yes and the worst part is they torn it down to build an office building.,devastated,sadness
387,When I received my rejection letter from the college I applied to,i am sure you will get in,devastated,sadness
388," I was devestated when I lost my grandmother, we were very close",i am sorry to hear that. did she pass away recently?,devastated,sadness
389,My mother was just recently diagnosed with cancer. I am just so sad and upset right now,oh god that is horrible! look in too bitter apricot and also chlorella if she does radiation..both have research done on them to help a lot with cancer.,devastated,sadness
390,I just got laid off from my job! I am floored! This will destroy me!,"no, i honestly do not even know how. i have never been fired or laid off!",devastated,sadness
391,My storage unit burned down and I lost several precious momentos,i am sorry to hear that. did the storage had insurance?,devastated,sadness
392,i was schocked when i had to go home early,i was schocked when i had to go home early,devastated,sadness
393,"When I was seven years old, my cat ran away.  We put up posters around the neighborhood but never found him.  It was really tough for me since I had known him since I was born.",oh no! were you able to find him ever?,devastated,sadness
394,"I am so devastated, my whole family lost our house to a forest fire.","my whole family recently lost our house due to a forest fire. however, we have been receiving a lot of support from the community to help get us back up on our feet!",devastated,sadness
395,I had a day where my grandfather and father both died in the same day.,"oh no, would you like to talk about it? i really hope that you are alright.",devastated,sadness
396,"I was so excited when I got my brand new motorcycle a week ago, but yesterday I crashed and totaled it.","oh my, are you physically okay? it must have been very traumatic for you.",devastated,sadness
397,I was really sad to hear that my friend's little dog passed away. He was a good dog.,"every time a loved one dies its never good news , even if its a pet",devastated,sadness
398,I got a really bad headache and it ruined my whole day,"yeah, maybe i should take an advil",devastated,sadness
399,Last year my grandmother passed away. It's still hard to cope with.,i miss my grandmother every day. i hope things get easier for you over time.,devastated,sadness
400,Both of my parents have dementia now. They don't usually know who I am anymore.,not quite sure i get what youre saying. lost as in missing?,devastated,sadness
401,My storage unit burned down and I lost several momentos that cannot be replaced,was the fire set by someone or an accident?,devastated,sadness
402,The high school I went to is being torn down for a condo.,"it is extremely, and i feel bad for the kids.",devastated,sadness
403,I was in complete shock to receive the news of the demise of a bosom friend,we had talked on phone a night before,devastated,sadness
404,"After working at my job for over 2 decades, they're closing down.","after working at my job for over decades, they are closing down.",devastated,sadness
405,My daughter failed an exam and tried to hide it from me. I am so upset,i have no idea. she tried to hide it from me too. i was so hurt. luckily she didnt' fail the class,disappointed,sadness
406,I am very upset today. The work raise that I been working on was taken away from me. By my arch enemy worker colleague!,the raise that was mine is now taken from my arch enemy of work!,disappointed,sadness
407,When my wife didn't used the money I gave her to pay the bills we had and we almost lost our house,what happened to make that almost happen?,disappointed,sadness
408,I was trying a new recipe. I followed the directions but it did not come out right. ,i was trying a new recipe. i followed the directions but it did not come out right.,disappointed,sadness
409,if the braves dont win it all this year im going to be bummed,oh yeah! they won tonight -,disappointed,sadness
410,I told my kids to clean while I was gone and the house looked worse than before I left,that is no good. why are you upset with them?,disappointed,sadness
411,I did all my best to be the winner of the music contest. But a very poor performance won it,come on now? you are so full of yourself!why do you say so?,disappointed,sadness
412,My dog pooped on the rug today. Never have I been so let down.,my dog pooped on the rug today.,disappointed,sadness
413,Every year I'm so excited about Christmas.  And every year I'm not able to get all the things done that I want to.,"i have seen that also, but i am not sure. i am just talking regular christmas in december lol! but it always seems that time slips away from me and all the traditions i want to do with my kids do not get completed.",disappointed,sadness
414,My daughter has been lying to me for a year about my old tablet. I know she lost it somewhere but she won't admit it,my daughter has been lying to me for a year,disappointed,sadness
415,my friend get back with her ex-boyfriend its really sad,ah that sucks!! but you cannot help it. it is your friend is decision,disappointed,sadness
416,I was a little sad with the weather today. We had to cancel plans,i was a little sad with the weather today. we had to cancel plans,disappointed,sadness
417,I had to take a licensing exam for the state. I thought it was going to be super easy so I didn't study at all. I ended up failing the test and feeling very frustrated with myself because of my lack of efforts.,i took a licensing exam for the state. i thought it was going to be so easy so i did not study at all. i ended up failing the test and feeling very frustrated at myself because of my lack of efforts.,disappointed,sadness
418,I expected a good hike for this year. but i was let down by my manager,"awe shucks, what stopped you?",disappointed,sadness
419,My team lost the game,so last night my football team lost it was awful,disappointed,sadness
420,"One time, I was given a drink to try out and it looked red so I thought it was a strawberry shake. But it turned out to be a vegetable drink.",i was at a family gathering one time and an uncle gave me a red drink that i thought was strawberry.,disappointed,sadness
421,I was mislead by a worker who wanted to undermine my work.,he gave wrong data in purpose. this resulted in me presenting wrong results to our it director.,disappointed,sadness
422,I felt a little let down when I had to leave work ,i felt a little let down when i had to leave work,disappointed,sadness
423,I planned a picnic with a friend and it rained. I was upset that it ruined our plans.,i planned a picnic with a friend and it rained.,disappointed,sadness
424,I was disappointed when my bf fell off the wagon and started acting up again. He went back to his old life for a moment.,oh i have unfortunately. he is in therapy now because i will not put up with those people in my life and he has to learn for himself how bad of an influence they are. celebrating his bad behavior does not make a good friend. thats an enemy truly.,disappointed,sadness
425,"My friend had two dogs. When she moved for a job, she just took them to a shelter instead of taking them with her or trying to find homes for them.",my friend moved for a new job recently and she just took her two dogs to a shelter. she did not even try to find them homes.,disappointed,sadness
426,Last week was my birthday and I didn't get not one present.,i didnt get any presents.. no cards.. no nothing from anybody.,disappointed,sadness
427,I just found out my state is last in education in the entire country.,i am a little saddened to hear my state came last in education.,disappointed,sadness
428,I couldnt believe that I asked my girlfriend to marry me and she said no.  I was heartbroken,wow! did she say yes?,disappointed,sadness
429,"I was at work, and i came home to my wife cheating on me with another man.",it wasnt that big of a deal i guess. i guess i had it coming all these years. it just sucks that the love of your life doesnt love you anymore!,disappointed,sadness
430,i really wanted to get pregnant but month after month it didn't happen,hmm maybe it is not your time yet...i am sure you will get there,disappointed,sadness
431,I thought my kid was doing great in school. Then I found out he failed one of his classes. He really upset me by not telling me he was having trouble.,it is hard for kids to do that. maybe he was just bored?,disappointed,sadness
432,I am very sad my best friend didn't come to my wedding.,"he never gave me a reason, which makes it worse.",disappointed,sadness
433,"I worked on this project for so long, but it turns out my job doesn't even want it done anymore.","it does. i feel like it was a waste of my time, but at least i got paid for the hours.",disappointed,sadness
434,I was promised a cuddly bear from build a bear and then my friend backed out.,"he did not get me anything, he said he was short on cash.",disappointed,sadness
435,I was hoping to join my family for dinner but seems like I'm stuck at work.,that sucks. maybe they can wait just a bit longer for you?,disappointed,sadness
436,I'm very disappointed in the pizza I ordered.  It was pretty much burnt with no toppings!,i am very disappointed in the pizza i ordered. it was pretty much burnt with no toppings!,disappointed,sadness
437,"My son just graduated from high school. He should have graduated last year, but didn't to what he needed to do to finish. I was so unhappy with him.","my son should have graduated from high school in , but he did not.",disappointed,sadness
438,"Once I planned an entire trip, went to book the flight and it was sold out.  All of the other flights were double the price of what I was going to book so I was unable to go.",that is such a bummer. summer is an expensive time to travel. i went to ireland in july but i bought the tickets in march so they were pretty cheap.,disappointed,sadness
439,"I was disappointed with the new Mario Tennis game, it did not live up to my expectations",oh. how was it different to the previous ones?,disappointed,sadness
440, I applied for a job that would allow me to work at home because I suffer from Lupus. I didn't end up getting it so its a bummer.,i applied for a job that would allow me to work at home because i suffer from lupus. i did not end up getting it so its a bummer.,disappointed,sadness
441,I  woke up this morning and found my truck had a flat tire.,not sure i just aired it up then i had to jet to work. i have got a small compressor. i will deal with it later.,disappointed,sadness
442,"I was so excited to see a brand new movie that just came out, then my babysitter cancelled and I couldn't go.",i was going to go see a new movie that came out last weekend.,disappointed,sadness
443,I heard in the news earlier today about a dog that was left in a crate on the ocean during rising tide. I was so upset and sickened.,"i was sickened, but thankfully someone found it and rescued it!",disgusted,anger
444,"I left some food in the microwave while I went on a trip a while ago. That was such a bad move,",i left some food in the microwave on accident while i left my house to take a trip.,disgusted,anger
445,A toddler was eating something that he took from the floor. His mother was not paying attention to what he is doing.,a toddler was eating something that he took from the floor. his mother was not paying attention to what he is doing.,disgusted,anger
446,I took out the garbage yesterday. The bag exploded as I took it to the street. It was so gross.,"oh, but it did. when i was almost there...almost...a gaggle of ravenous hobos shanked me. i am not sure why, but it happened, i swear.",disgusted,anger
447,I watched a man eat 3 pounds of canned tuna.  It was very gross to see.,eww. i hope he was outside - that stuff stinks!,disgusted,anger
448,i walked in to the bathroom at work after someone used it ,i walked in to the bathroom at work after someone used it,disgusted,anger
449,I am so piss off at the Democrats.,they keep defending those sanctuary cities that are full of criminal imigrants,disgusted,anger
450,"I had a contractor come do some repair work in my bathroom, but and when they looked in the walls, it was covered in black mold.",oh yuck!!! that is terrible! i have heard of people getting really sick from this black mold in the house. what are you going to do?,disgusted,anger
451,I saw a couple homeless people walking completely naked.,the other day i saw the craziest thing.,disgusted,anger
452,I once witnessed a friend of mine get so drunk he punked on me. He was so grossed out i had to throw up to which ended up being out a car window.,so you ever have a bad night with your friends and i am saying lots of drinking bad night.,disgusted,anger
453,I saw a man put ketchup in his milkshake.  It looked really gross.,i saw a man put ketchup in his milkshake.,disgusted,anger
454,I ordered a hamburger from a restaurant and it was raw in the middle.,i took it back and they had the nerve to ask me if i wanted another one,disgusted,anger
455,I accidentally had expired milk today and it tasted gross,"that is good, easy to quickly notice that awful taste.",disgusted,anger
456,I had escargot on a ctuise once. It wa the worst.,i used to consider myself a foodie.,disgusted,anger
457,I rented a house on the beach this summer. It was so dirty that I could stay. There were cockroachs everywhere.,oh wow! did you get your money back?,disgusted,anger
458,Went to put in an order today at the drive thru..and someone stuck their GUM on the speaker...Seriously? Why can't people clean up after themselves. When did society become that entitled?,what savages! did you tell the drive through guy?,disgusted,anger
459,I saw someone putting mayo on their ice cream.  It was really nasty looking.,i saw someone putting mayo on their ice cream.,disgusted,anger
460,"I was with my uncle the other day and he wanted to watch a Discovery TV show I wasn't familiar with so I said okay. It was Dirty Jobs. It was so gross, you couldn't pay me enough to do those jobs!","haha! i know exactly what you are talking about! i love that show and yes, it is quite gross! you must have felt quite disgusted!",disgusted,anger
461,My garbage bad broke and spilled all over the bed of my truck.,"thats awful, did it clean up easily?",disgusted,anger
462,"Ive seen my cat vomit on the stairs, it was really wet and made me nearly sick.",i think you have the same attitude like me. i really feel pissed off,disgusted,anger
463,the way people act towards our country is disgraceful,i agree. i wish all the countries would get along. no need to be mean to each other.,disgusted,anger
464,Last week I saw my best friend break his leg. I was sick to my stomach when I witnessed it.,"he jumped off of a swing and landed wrong i was sick to my stomach when i witnessed it,",disgusted,anger
465,I saw a person being obnoxious and horribly racist to someone and could not stand it! I,another thing that makes me sad is when someone is being racist. i saw someone being very obnoxious the other day and it was awful.,disgusted,anger
466,I accidentally fell in horse manure. I was so grossed out by it.,"i took a shower, i was so grossed out by it.",disgusted,anger
467,I tried eggplant the other day.  GROSS,oh no...what did you do?,disgusted,anger
468,Today I saw the world's biggest cockroah,today i saw the world is biggest cockroach,disgusted,anger
469,We're cleaning up/renovating a home that was lived in by a man with dementia. It was disgusting! There were silverfish and diapers piled up in a corner.,no way! that is sad for the man but gross for you,disgusted,anger
470,I went into the bathroom at work today and someone had clogged it.,wow that is really frustrating.,disgusted,anger
471,I just saw a naked man running down the street. It was so gross.,i just saw the most gross and disturbing thing running down the street. it was a backed old man.,disgusted,anger
472,I feel disgusted by people who litter on my property,well do you try to catch them lol? thats insane we have a dog poop problem at my apartments,disgusted,anger
473,I went out to dinner last night with friends.  I found a long black hair in my meal.,i was able to hang out with friends at dinner last night after a long week at work.,disgusted,anger
474,i went to a local restaurant,you mean the kitchen staff?,disgusted,anger
475,I went to get an apple this morning and it was rotting. Completely ruined my breakfast.,that is disappointing. i know how that goes. its happened to be before,disgusted,anger
476,I ate deep fried eggplant.  YUCK,"yeah, eggplant is pretty gross.",disgusted,anger
477,I was disgusted when I saw a fight in high school that ended with someone cracking their skull open a bit,"i do not know, i do not hate anyone enough to do that to them",disgusted,anger
478,"My wife just confessed that she cheated, im irritated at her behaviour","my wife just confessed that she cheated, im irritated at her behaviour. totally dissapointed",disgusted,anger
479,My dog pooped near my bed right before I was going to sleep.,oh damn. did you do something to upset your dog?,disgusted,anger
480,I found a hair in my sandwhich at lunch.,"nasty. that makes me want to not eat there anymore, but i guess it happens sometimes.",disgusted,anger
481,my cat vomited on my rug today,my cat vomited on my rug today,disgusted,anger
482,Peed myself when drunk at a party,went to a friends getty the other week after a long opening to closing shift at work and had too many drinks and ended up peeing myself and blacking out!,embarrassed,anxiety
483,I let a poot slip out during class today. I thought I would die.,yes! that is exactly what i did! i blamed it on the girl sitting next to me. sorry not sorry.,embarrassed,anxiety
484,I ordered the wrong size of  dress that was arriving the day I needed to wear it,well the dress did not fit. i should have worn shorts,embarrassed,anxiety
485,I went to the public toilet and went out with a toilet paper sticking out of my pants...,i went to the public toilet and went out with a toilet paper sticking out of my pants...,embarrassed,anxiety
486,I had a huge mustard stain on my shirt all day at work. And none of my coworkers let me know about it!,i felt so bad when i got home from work because i saw a huge mustard stain on my shirt!,embarrassed,anxiety
487,I was digging my nose thinking I was alone.,i was digging my nose thinking i was alone.,embarrassed,anxiety
488,when my daughter had a meltdown in the store ,what did happen in the store? why did your daughter throw a fit?,embarrassed,anxiety
489,I forgot my wallet in the car and took like 200 dollars worth of clothes to the counter at macys,i left my wallet. i was so embarassed i didnt go back after i made it to the counter.,embarrassed,anxiety
490,I shattered a glass at a restaurant. i was mortified.,i am super clumsy and tripped getting up to go to the bathroom and knocked it over.,embarrassed,anxiety
491,"I remember a time long ago when I was walking into a new job. The floor was wet, And I fell in front of everyone who was to be my new employees.","lol, i could imagine it to break the ice on your first day, you will always remember that day",embarrassed,anxiety
492,I was walking in the grocery store and i fell and slipped in some spilled milk. ,no not at all. i just got up and couldnt stop laughing at myself. i could feel the heat coming off of my face.,embarrassed,anxiety
493,I was lifting heavy weights at the gym and halfway through the lift I accidentally farted pretty loudly. There were some attractive girls nearby who heard me.,"yeah, i know it is only a natural thing. but i still felt super uncomfotable.",embarrassed,anxiety
494,I locked my keys in my car the other day.,"i had to call my husband to bring his keys, but it was a bit embarrassing.",embarrassed,anxiety
495,My face was on the front page of the newspaper for a bad reason.,"undeserved, buy i am the only one that thought so.",embarrassed,anxiety
496,"I had to go to a funeral for a distant relative and my stomach wasn't right. In the middle of Amazing Grace, I passed gas very loudly.","i was at a relatives funeral and during a rendition of amazing grace, i accidentally passed gas very loudly.",embarrassed,anxiety
497,I was out to eat with some friends. and i over trusted a fart,laughed and got me some new pants,embarrassed,anxiety
498,I used to be ashamed that I was fat.  So I worked out and got ripped and feel better about myself,thanks. too many people whine about how their life sucks and do nothing to change it. i am not gonna be that guy,embarrassed,anxiety
499,I tried my best ho hold in my fart in class.,"i tried to hold in my fart, but my friend scared me and i let it rip.",embarrassed,anxiety
