text,label,source
"building computer getting part mail, anticipating excited",joyful,empdial
renter left house mess.,angry,empdial
youngest daughter fell back stair hit head bottom step. started throwing hour later went er.,anxious,empdial
going old childhood photos.,sad,empdial
"glad finally got dry weather today. need stay dry, sunny breezy whole week!",joyful,empdial
felt way applying grad school.,content,empdial
frequently curl good book relax. so peaceful.,content,empdial
daughter come home cared sick,content,empdial
"get go beach weekend, so very much looking forward it.",joyful,empdial
cat tearing basement! so bad lately ripping valuable furniture. acting like little demons.,angry,empdial
quite pleased family lately.,content,empdial
get sentimental thinking great time child street growing,sad,empdial
"husband's town week, gone another week. so quiet around house, can't get used it.",sad,empdial
girlfriend finally coming back state away 4 years.,joyful,empdial
best friend moved across country weekend. really gonna miss her.,sad,empdial
friend forgot tell coming so missed plan like going game. so unthoughtful,angry,empdial
certain make promotional exam,content,empdial
excited next week work. lot time relax get thing done!,joyful,empdial
went drink paint party day. amateur painting turned great!,joyful,empdial
interview new job tomorrow. never felt ready.,content,empdial
really impressed bos award leadership.,joyful,empdial
son started walking week.,joyful,empdial
girlfriend left last week. miss so much. wish would give one chance.,sad,empdial
decided ask girl dream marry me. sure say yes.,content,empdial
headed campground morning. everything packed believe.,content,empdial
very lonely prison.,sad,empdial
"husband make feel way, so lucky him.",joyful,empdial
someone almost cut today,angry,empdial
jealous brother's new job. going making 6 figures!,angry,empdial
cant wait house sell.. slow market.,joyful,empdial
"disgusted watch way cowboy run team, let so many bad people play make decision",angry,empdial
so ready thanksgiving.,joyful,empdial
airplane smelled like cleaned months.,angry,empdial
sad couldnt go home time,sad,empdial
upset brother stealing ice cream,angry,empdial
very proud pizza made last night. detroit style. lovely.,joyful,empdial
often think back childhood happy memories.,content,empdial
kid would always super honest open feelings. control emotion around people,sad,empdial
bought plant fertilizer burned spearmint plant almost killed it. take back walmart.,content,empdial
"too tired mow lawn garden work brother usually together. result, alone.",sad,empdial
feel bad cheating ex girlfriend.,sad,empdial
co coworker always really good work close boss. think trying get promotion.,angry,empdial
go er cut hand. very concerned course treatment waiting see doctor.,anxious,empdial
"hear song radio, make think younger. dad played lot",content,empdial
someone almost hit car today,anxious,empdial
jealous height gene brother did. feel so short around him.,angry,empdial
"one time, given drink try looked red so thought strawberry shake. turned vegetable drink.",sad,empdial
so lucky ahome like do.,joyful,empdial
mom recently offered help medical bill. very stressed surgery high deductible. really helped lot.,joyful,empdial
looking forward wedding date!,joyful,empdial
meeting blind date today.,anxious,empdial
got chance take ride boss' new car. bought corvette.,joyful,empdial
went rodeo last month. very thrilled enjoyed lot!,joyful,empdial
cheated math test today. felt really bad it.,sad,empdial
cleaning basement giant rat jumped me. nearly jumped skin. ran away can't find anywhere!,anxious,empdial
toilet backed house last weekend! so grossed out!,angry,empdial
vacation saw ghost hotel. couldnt fall asleep whole night. so scary,anxious,empdial
disappointed manager told probably get promotion next year not year,sad,empdial
can't believe ex borrowed money act like doesnt remember,angry,empdial
felt bad couldnt get daughter gift wanted,sad,empdial
afraid heights.,anxious,empdial
got annoyed missed delivery. need go collect,angry,empdial
"grateful family, mean world",joyful,empdial
always afraid comet hit earth.,anxious,empdial
afraid frogs. know weird always scared me.,anxious,empdial
very proud two daughter musical ability.,joyful,empdial
big interview friday. really want job very nervous.,anxious,empdial
daughter said mommy first time,joyful,empdial
hope nintendo switch get madden it. love portable football game,joyful,empdial
enjoy looking old picture,content,empdial
broke vase mom's house hid it. still told it.,sad,empdial
day dissertation due,content,empdial
neighbor mowed flower bed. flower destroyed.,angry,empdial
"asked husband make sandwich taking so long, ugh.",angry,empdial
traveling now. last week missing friend back home though.,sad,empdial
son woke soooo early morning. barely got sleep.,angry,empdial
loyal wife.,content,empdial
ordered pizza day ate kid got up. felt bad after.,sad,empdial
cat pooped carpet day. so mad!,angry,empdial
so pissed co worker,angry,empdial
let trying pay bill today.,sad,empdial
parent always spoil brother. get coolest thing birthday get cards. like better.,angry,empdial
little brother always following around,angry,empdial
cat got hit car. got home hockey.,sad,empdial
happy get approved weekend,joyful,empdial
got hit ex day. felt bad didnt want girlfriend know liked,sad,empdial
friend shocked coming back month long trip early!,anxious,empdial
driving someone backed almost hit me.,angry,empdial
hope find new job week,joyful,empdial
"someone slapped me, felt so furious",angry,empdial
moved new house got everything unpacked. starting finally feel like home. feel very nice.,content,empdial
get scared meeting new people,anxious,empdial
mosquito keep biting no matter do. tried using spray keep biting me.,angry,empdial
new neighbor so loud. constantly slam door day.,angry,empdial
felt embarrassed went boys' bathroom,sad,empdial
book vacation barbados can't wait!,joyful,empdial
amount death mexico shocking,anxious,empdial
husband 7 year always faithful.,content,empdial
friend left dinner without since canceled last minute.,sad,empdial
undercooked food,angry,empdial
"really got close girl met tinder, point dating . randomly, like 4 days, say want date anymore stop talking me.",sad,empdial
buddy broke girlfriend guy.,anxious,empdial
perfectly happy single,content,empdial
little boy started school today already feeling alone.,sad,empdial
"expect free movie ticket went movie yesterday, definitely caught guard.",anxious,empdial
went disney land last summer. thrilling experience.,joyful,empdial
nail tire very frustrating,angry,empdial
got take got home extra dessert. quite pleased.,anxious,empdial
dog snoop died long fight cancer. so loved.,sad,empdial
got news grandmother. not gonna improving dying.,sad,empdial
stubbed toe. never felt so much anguish life.,sad,empdial
"feel very committed work. no matter feel, press complete it. rough week power very strong still work",content,empdial
power went minute last night. noise made pretty scary,anxious,empdial
"went disneyland first time 10 year old, went back last year, so happy",content,empdial
trusted vet dog got really sick thing turned well,content,empdial
woke morning two spider bed. no idea long there.,angry,empdial
heard news earlier today dog left crate ocean rising tide. so upset sickened.,angry,empdial
going old stuff attic found childhood toys.,sad,empdial
grandma went way print old photo send me.,joyful,empdial
someone not stop talking,angry,empdial
cleaning garage found old photo cousin kids.,content,empdial
got bonus last paycheck. so shocked manager's generosity.,anxious,empdial
past year trying find one perfect partner stay loyal to...until found dream thing worth chasing day,content,empdial
huge test today law class. know next week.,content,empdial
didnt get go family,sad,empdial
look wife know everything could ever ask for.,content,empdial
very certain girl's love,content,empdial
"although thing going well long while, confident lead good life charitable person one day come back me.",content,empdial
shocked red sox beat yankee today.,anxious,empdial
sure brave contend title year!,content,empdial
"kids, older sister pretended abandon mall brat. never again!",anxious,empdial
friend bought mansion. so envious him.,angry,empdial
watching old youtube videos. much better back day.,content,empdial
cousin died car crash.,sad,empdial
like new manager. so kind good listener. feel trust issue have.,content,empdial
right live rural area. home bound sometimes get pretty lonely waiting people get home.,sad,empdial
kid not lucky mines. always donate old thing instead selling,content,empdial
"coach, think prepare athlete every situation outcome. saw arrived track meet unexcuesable never seen anything like before.",angry,empdial
finished cleaning c condensor. worried might cut one electric linies,anxious,empdial
wasp nest hallway outside apartment. use back door now.,anxious,empdial
brother always take hot sauce. get so irritated that.,angry,empdial
moved new house last year love spend much less working project time kids.,joyful,empdial
suprising see someone eat 3 lb burger,anxious,empdial
"trying something nice son give furniture, know teenager are. never answer phones, decided going ignore me.",sad,empdial
"miss summer holiday like kid. kid, summer, meeting cousin lot fun.",content,empdial
neverious going work monday. meeting bos know about.,anxious,empdial
daughter sick day afford miss work. sent daycare even though have.,sad,empdial
scared never get married settle,anxious,empdial
one caused car accident.,sad,empdial
surprise found grandmother passed away,sad,empdial
deeply love wife,content,empdial
neighbor keep making noise 2 morning.,angry,empdial
found vacation planned cancelled. friend got sick not able go me.,sad,empdial
wish cheat girlfriend.,sad,empdial
never lied job.,sad,empdial
husband like hawaiian pizza. pineapple pizza so gross!,angry,empdial
really scared spiders. can't stand creeps!,anxious,empdial
two co worker got huge fight meeting. so ashamed abnormal behavior.,sad,empdial
heard supposed rainstorm forecast today. brought umbrella raincoat work.,content,empdial
sitting class people talking behind made unable hear teacher.,angry,empdial
broke laptop screen.,sad,empdial
love kid think deserve good home.,content,empdial
pray better days.,joyful,empdial
went eat group friends. everyone got order except me. put still 40 min not gotten it.,angry,empdial
feeling little nervous today. selling appliance craigslist someone coming look it.,anxious,empdial
beginning new job tomorrow. quite nervous,joyful,empdial
bought fresh suit got nice haircut.,content,empdial
lost sight creepy crawly,anxious,empdial
alone foreign country.,anxious,empdial
first time making cake. turned pretty well.,anxious,empdial
friend diagnosed cancer recently helping paying visit everyday,content,empdial
got makeover bought fashionable clothes.,content,empdial
wait go blind date,joyful,empdial
"waiting story finish, author passed away.",sad,empdial
got angry people supermarket. letting young child push trolley very busy. blocking aisles.,angry,empdial
spilled coffee,sad,empdial
"yesterday, got fired job. so sad.",sad,empdial
holding promotion coming february.,content,empdial
great lunch today. really made happy eat delicious sushi.,joyful,empdial
hate fact everyone neighborhood drive nicer car me. time shine?,angry,empdial
ex girlfriend flirting guy right front me. love attention.,angry,empdial
friend recommended restaurant. went wife try it. food terrible.,sad,empdial
bad day tried calling two different people get anyone,sad,empdial
job interview today im super nervous. think went well find friday,anxious,empdial
co worker frequently asks help. very incompetent not understand hired,angry,empdial
went sporting game day favorite team ended winning!,joyful,empdial
like voting system canada,content,empdial
happy kid return school next week,joyful,empdial
went bowling alley alone yesterday.,sad,empdial
dog keep running around yard spot planted sod. thought grass good go look like destroyed it.,angry,empdial
daughter went mission trip area really depressed. came home lice.,sad,empdial
pretty worried home alone,anxious,empdial
car broke side road country. luckily packed tool able repair own!,content,empdial
not like around bats.,anxious,empdial
neighbor's party still going on. need wake early tomorrow.,angry,empdial
"one way work last week, car got flat tire late work. supposed give presentation day someone take me.",angry,empdial
shocked first time boyfriend told loved me.,anxious,empdial
expect wife buy new car birthday.,anxious,empdial
ready work week.,content,empdial
scared walking home alone last night,anxious,empdial
excited visit disney world first time!,joyful,empdial
mother coming visit so happy.,joyful,empdial
started school remembered bring extra supply clas,content,empdial
friend showed house,anxious,empdial
dad started school. school 15 year already.,joyful,empdial
miss lived home parents. mom always made favorite meal read bedtime stories.,content,empdial
feel like big brother got love!,angry,empdial
ready first marathon.,content,empdial
"sister sent letter france. not heard her, not even know vacation",anxious,empdial
son always really good school. last semester different. failed 2 classes!,sad,empdial
really nervous right now. waiting phone call see got job interviewed for.,anxious,empdial
"entered art exhibit recently. artist 20 years, gathered courage share work.",content,empdial
"really 'wow' moment. nearly year since adopted kid, grew so much.",anxious,empdial
embark three month trip. second thought it.,anxious,empdial
not like walking kid school. way too many hills. wish car worked,angry,empdial
saw video child abuse today reminded abuse someone know went kid. made feel compassionate them..as see could warp adult.,content,empdial
friend helped move day,joyful,empdial
day found pregnant second child,joyful,empdial
someone tried break house last year. pretty scary.,anxious,empdial
roommate took car go shopping without permission. very frustrating experience,angry,empdial
can't believe friend getting married. want get married!,angry,empdial
friend mine recently got married. even know engaged!,anxious,empdial
love pets. new arrival home who's name tom. feel like occupied.,content,empdial
nephew started talking full sentences! went saying almost nothing full conversations.,joyful,empdial
"friend literally changing moving day, so help. work first day, so changed it...",angry,empdial
recently let friend who's falling hard time borrow brand new car.,content,empdial
grandmother died really taken toll family.,sad,empdial
6 kitten front doorstep morning.,anxious,empdial
finished paying car recently. budgeted spending so many year done.,joyful,empdial
feeling ky favorite aunt picked school,joyful,empdial
hope immigrant child get reunited family,joyful,empdial
last paycheck come mail,joyful,empdial
"promised wife stop drinking seems hard stop, feel guilty",sad,empdial
kid getting older hanging friend weekend. im always,sad,empdial
work animal shelter. so nice taking care animals.,content,empdial
first place mountian bike race last weekend.,joyful,empdial
really bug telemarketers call house.,angry,empdial
mad saw dog gotten,angry,empdial
neighbor dog keep barking no reason,angry,empdial
bought brand new truck month ago. not even make home someone ran me. not fault.,angry,empdial
made home cooked meal kid feel bad.,sad,empdial
so prepared storm coming up. buy fun stuff..,anxious,empdial
job interview today. work month so bit rusty.,anxious,empdial
studying final math test tomorrow. never felt so ready.,content,empdial
upset saw big dent car door,angry,empdial
ate huge meal prepared,content,empdial
husband military go away long period time. never though cheating.,content,empdial
"really bummed today, get rid dog move across country.",sad,empdial
"brought lunch work usual, seems everyone went lunch time around.",sad,empdial
went park alone. quite depressing.,sad,empdial
nobody living me. feel alone time.,sad,empdial
so nervous upcoming surgery. never surgery before. hope everything go right!,anxious,empdial
someone broke hose stole record player . piece use belong mom thing left hers.,sad,empdial
"really wanted go christmas shopping, so called sick work...",sad,empdial
went store. got place robbed!,anxious,empdial
bit nervous wedding day. would wife really rest life?,anxious,empdial
walked grocery store yesterday checking realized stuff bottom cart paid for. too big hurry go back inside pay it. feel really bad it.,sad,empdial
got result back doctor so scared. think might cancer...,anxious,empdial
stepped dog's tail last night. think hate,sad,empdial
received quaterly bonus work... came perfect time!,joyful,empdial
one day walked room full smoke. father use smoke not always nice so reminded him. walked room thought mean thing done.,anxious,empdial
pretty annoyed grocery store. checkout line so slow,angry,empdial
looking forward next season game thrones. can't wait watch it.,joyful,empdial
felt like vomiting saw little boy restaurant drooling parent nothing. eating drool snot nose leaking food!,angry,empdial
"aunt emergency dropped son me, took care him.",content,empdial
finished watching murder mystery series. afraid walking outside dark now.,anxious,empdial
little fence letting daughter go party,anxious,empdial
daughter passed one day last week.,anxious,empdial
can't wait go cinema weekend. really excited.,joyful,empdial
can't believe someone hit car took off! people no morals.,angry,empdial
really wished well midterm even though sure failed it. checked grade passed got b!,anxious,empdial
friend got ticket superbowl not me.,angry,empdial
"lost lot weight, love walkign around shirt beach",content,empdial
pretty happy morning. friend made nice breakfast,joyful,empdial
took very difficult test math class. cannot wait see did. know great,content,empdial
recently baby none friend want hang anymore. father also left me.,sad,empdial
walking beach day saw guy double backflip ground. wish could,joyful,empdial
brother got new computer.,angry,empdial
took trash dumpster smell vile. made almost throw so gross time.,angry,empdial
coworker got raise. so jealous think way better job her.,angry,empdial
cat threw floor today,angry,empdial
really nervous work tomorrow! supposed presenting meeting front upper management feel uneasy.,anxious,empdial
scared day walked upon snake backyard.,anxious,empdial
found wife twin car accident,anxious,empdial
knew would pas driver test last week. studied hard,content,empdial
excited sell stuff around house never use. making pretty good money!,joyful,empdial
recently took dog walk leash great.,content,empdial
"deep cleaning kitchen fall arrives wow, pulled fridge found caked black dust bunny grease gunk.",angry,empdial
miss kid. adulting terrible,sad,empdial
"pretty laid back day house, got errand ran chilling.",content,empdial
son struggled school grades. year graduating going college.,joyful,empdial
"son learned spell name without teaching him, wowed.",joyful,empdial
showed guy run good bead welding class caught quick.,joyful,empdial
husband go town work week. kid here.,sad,empdial
sister came stay u first child. spent week u helping out.,joyful,empdial
ex girlfriend cheated one closest friends. made very angry them.,angry,empdial
going acupuncture first time bit unnerved idea,anxious,empdial
"wife trying get job hospital. find get week, finger crossed.",joyful,empdial
little dog got pancreatitis. never recovered put sleep so much pain.,sad,empdial
trust therapist best interest heart.,content,empdial
recently drove past old high school nostalgic feeling. started thinking back teenager memory old friends.,sad,empdial
proud wife child always me.,joyful,empdial
always like ready going trip.,content,empdial
dog acting kind funny. worried health issues. hope ok.,anxious,empdial
working big project bunch people made mistake. one people working project covered even though need to.,content,empdial
went rock climbing yesterday. so afraid peering top mountain.,anxious,empdial
almost got hit semi truck today highway. scared half death.,anxious,empdial
going vacation next week can't wait!,joyful,empdial
one time friend ran gas middle nowhere. really thought totally screwed managed get fine.,anxious,empdial
working so hard vacation start tomorrow.,joyful,empdial
get go vacation tomorrow. working really hard get thing clear so enjoy myself.,joyful,empdial
dog ran away today. so distraught.,sad,empdial
yesterday called wife punk,sad,empdial
old cat very sick put next week. 23 year old.,sad,empdial
cheated exam yesterday. so tempting girl next even bother covering answers.,sad,empdial
"happy life moment. wife, kid dog love very much.",content,empdial
"bought watch ebay claimed 9 10 cosmetic condition , got noticed huge crack watch face!",angry,empdial
seen uncle day seen awhile,content,empdial
pretty excited new spider man game ps4.,joyful,empdial
confident brother going finish college. so well major,joyful,empdial
going first cruise feburary.,joyful,empdial
volunteered big project work. know accomplish great thing finish it.,content,empdial
mom raised brother herself. wish could take care old age.,sad,empdial
got job always wanted,joyful,empdial
"hiking, came very close stepping rattlesnake. not easy way get around it, so backtrack cut heavy brush.",anxious,empdial
saw car yesterday wanted so bad!,angry,empdial
"working last company, used travel lot frequently used miss family friend",sad,empdial
someone threw bunch trash yard. make so mad!,angry,empdial
glad raining today. really needed it.,joyful,empdial
yelled toddler.,sad,empdial
"week ago, friend threw birthday party invited friends. seen awhile kind lonely. week straight, so excited party could think",joyful,empdial
go dentist next week im so nervous. hate going dentist,anxious,empdial
really hard say goodbye everyone end family reunion. so long since together.,sad,empdial
bumped old friend yesterday. got married.,anxious,empdial
waiter spilled coffee 1000 suit.,angry,empdial
went bowling alley alone yesterday. friend ditched me.,sad,empdial
"not really sure supposed life right now, trying least get back home.",anxious,empdial
grandmother died several year ago. got house cleaned sell it. so many memory farm. miss so much.,sad,empdial
really like new perfume tried so expensive know get,anxious,empdial
waiting friend bring food party never showed up. really sad go get,sad,empdial
may able get new car end week!,joyful,empdial
day backed parking spot tapped parked car. left dent left without notifying owner. not action proud of.,sad,empdial
remember really upset move away very first best friend 10,sad,empdial
watched family member play basketball recently little cousin very talented.,anxious,empdial
"back freshman year college, really wanted room brother even though not freshman sophomore. really rooting happen instead got roomed random guy.",joyful,empdial
life going great right now. everything need ask anything more.,content,empdial
worker not perform task satisfactory standard.,angry,empdial
feel very fortunate beautiful family have.,joyful,empdial
one time took friend's cream soda fridge. think big deal found driven 5 hour north get very expensive. felt pretty bad,sad,empdial
ran financial aid school. know going do.,sad,empdial
faith one day thing work out.,content,empdial
"lived apartment, lady dog us. would always let dog deck. one day peed poured onto deck, grill, everything!",angry,empdial
anxious meet wife's ex husband. hopefully civil not awkward!,anxious,empdial
very positive democrat november,joyful,empdial
remember friend used play game called super shot brother would play nintendo game super smash brother loser take shots.,content,empdial
school start tomorrow oldest. really hope well enjoys it.,anxious,empdial
pull guy job help another company out. get work find werent ready us.,angry,empdial
studying lot take bar test next week. also taken course believe pas test.,content,empdial
"came home tonight nice cooked meal, favorite snacks. girlfriend said needed it.",content,empdial
high school felt like everyone first kiss me. wanted kiss girl so bad,angry,empdial
wedding tomorrow practicing vows. feel so ready day!,content,empdial
brother getting married. make happy,joyful,empdial
heart melted boyfriend gave expensive gift wrote romantic note it.,sad,empdial
came home work dog pooped floor. gross cleaning,angry,empdial
car ran gas side road near house going work morning. called friend came give car gas despite also work day.,joyful,empdial
"boy, movie conjuring sure good. not felt scared long time, horror movie buff myself.",anxious,empdial
board meeting prepared cancelled last minute,angry,empdial
afraid death.,anxious,empdial
boyfriend broke me.,sad,empdial
hard weekend. second weekend alone. different living alone.,sad,empdial
felt alone day,sad,empdial
kid still vacation parent another wee. really miss them.,sad,empdial
felt weird didnt money pay dinner,sad,empdial
kicked foot park today read book. life good right now.,content,empdial
felt way preparing grad school.,content,empdial
bad thing always happen me!,angry,empdial
missed sale wool socks. pretty pricey.,sad,empdial
amazed no one died plane crash.,anxious,empdial
neighbor party last night played loud music 1am. not happy,angry,empdial
feel guilty smoking house today raining outside. hurt family.,sad,empdial
"good weight fairly healthy, visiting girlfriend right always eat eat dessert around her. make feel like overweight slob",sad,empdial
"can't stand wife hug men. know mean anything, still.",angry,empdial
husband gave ring belonged great grandmother. hold dear me.,sad,empdial
final physic exam tomorrow. never felt so prepared life.,content,empdial
someone broke home right moved felt way happened.,angry,empdial
"went back work, felt very uneasy taking infant daycare. so afraid something would happen him, quit job three week back stay home full time",anxious,empdial
got thank card sent co worker different department helping them.,joyful,empdial
job got present.,joyful,empdial
cashier grocery store gave back wrong amount change. notice home.,angry,empdial
im glad able leave work time today,joyful,empdial
"teenager son almost got kicked school 16, getting caught tobacco. 5th offense",sad,empdial
remember grandma passed family went house clean found lot memorabilia,content,empdial
hurry get home hit every red light late. time got home fit tied.,angry,empdial
applied 200 job still hear none them!,anxious,empdial
"huge exam counted half semester grade. worried it, studied every day two week. read extra material watched lectures. felt very good thing sat take it.",content,empdial
felt trusting started date new girl shady past. decided trust girl give shot cause people change.,content,empdial
left alter bride weekend.,sad,empdial
driving flood water car stalled out.,anxious,empdial
friend 6 year saving buy mercedes met her. finally got year.,joyful,empdial
pulled driveway rainstorm ran neighbor cat accident,sad,empdial
cat vomited favorite shoe so mad it.,angry,empdial
son got brought home police last week spray painting abandoned building. furious him!,angry,empdial
son placed third jiu jitsu competition. impressed well did.,anxious,empdial
"want adopt new cat, already three dogs. love cat, not sure current dog take well.",anxious,empdial
im 4 beautiful child top scorer,joyful,empdial
mom showed new apartment,anxious,empdial
see vomit almost want vomit,angry,empdial
homeschool girl oldest high school biology class last year. dissect several thing could not watch.,angry,empdial
"really excited halloween year. so many ideas, even know start.",joyful,empdial
friend hit meteor.,sad,empdial
opened bathroom door snake laying floor. shut bathroom door ran find someone kill it!,anxious,empdial
went home twenty year high school reunion school closed consolidated others county. so sad.,content,empdial
borrow money family debt,sad,empdial
felt nervous meeting work presentation.,anxious,empdial
watched football game last night saw amazing catch.,joyful,empdial
house caught fire lost belongings. im so upset right now. dont know going do.,sad,empdial
want win prize game entered. get ticket show free do.,joyful,empdial
dog ran away yesterday. never so sad life.,sad,empdial
went hospital surgery last week. none friend around go support me. somewhat annoying.,sad,empdial
so sad bridge collapsing.,sad,empdial
toothache. getting worse past month. want go dentist though. hate going.,anxious,empdial
driving road one day saw man hit dog.,anxious,empdial
"so mad, supposed go friend tonight. suddenly everyone busy now, so im home alone",angry,empdial
scared walking home alone last weekend,anxious,empdial
wish elon musk.,angry,empdial
so hopeful bright future,joyful,empdial
house got offer neighbor.,anxious,empdial
"really close sister, moving away september",sad,empdial
know lose weight,content,empdial
can't wait tomorrow. going lit!!,joyful,empdial
disappointed others passing dog needed help.,sad,empdial
pissed saw someone put dent car door,angry,empdial
"studied hard pas final class, time came take exam, completely forgot everything guess test.",sad,empdial
blessed very good woman,content,empdial
feel shame lying police.,sad,empdial
brother sick,sad,empdial
cavity filled tooth awful pain tooth. frustrating!,angry,empdial
learned field final exam. planning taking summer take class instead.,sad,empdial
"faith girlfriend almost 3 year now, believe everything say",content,empdial
lawn getting overgrown know afford new mower. mine broken hard start. driving crazy lawn so high,anxious,empdial
every time get payed,joyful,empdial
remember life so simple. no cell phone internet. people talk other. good old days.,content,empdial
grandma hospice spent every day passed.,content,empdial
feel good son's accomplishments?,joyful,empdial
so sad mom passed away. not expect,sad,empdial
applied get new passport. lost paperwork.,angry,empdial
excited neighbor came door,anxious,empdial
dog crapped rug yesterday. so peeved!,angry,empdial
sister heart attack recently. young so even consider possibility.,sad,empdial
exam past week got every question right super prepared.,content,empdial
stealing internet neighbor since two months. feel bad it.,sad,empdial
today husband kept asking ate last piece cake saving... felt so bad saying lol.,sad,empdial
ate disgusting thing ever!,angry,empdial
"boyfriend cheated me. promised not again, did.",content,empdial
"take final month ago. usually hate exams, really loved class ready ace it.",content,empdial
pregnant so excited!,joyful,empdial
sometimes like kid better take nap. arent loud then.,sad,empdial
taking trip hometown soon! so long since there!,joyful,empdial
new school semester start day supply work ready go,content,empdial
"family threw surprise party year birthday. no idea planning it, even relative living overseas came visit.",anxious,empdial
excited teh spanish football season starting soon,joyful,empdial
really enjoyed concert last night.,joyful,empdial
let friend take car work,content,empdial
worked nursing home nursing school. sense gone back home visit old patient check,content,empdial
put offer house. really want house think accept 27 milliion dollar offer.,joyful,empdial
sickened heard friend fired. not like fact gay,angry,empdial
partner semi partner lol want come next weekend..but not feeling comfortable it.,anxious,empdial
steam cleaned antique rug last night so old ta horrible smell. wish would left dirty.,angry,empdial
student teach house fire. home belonging,sad,empdial
really wishing moving new york like friend. got job manhattan.,angry,empdial
lost job got mad.,angry,empdial
can't stand snakes.,anxious,empdial
airplane smelled like not cleaned.,angry,empdial
finally got promoted work 3 years!,joyful,empdial
dog pooped carpet last night.,angry,empdial
"taking test, completing application getting letter recommendation, ready submit law school application fall.",content,empdial
went back old town. met lot friens childhood.,content,empdial
friend's cat kittens! can't wait see them.,joyful,empdial
one time girlfriend hid around corner jumped me.,anxious,empdial
recently took law school admission test.,content,empdial
past year work birthday. arrived coworkers decorated place balloon got cake. not expecting that.,anxious,empdial
bought movie demand last night kid left like 5 minute,angry,empdial
go court speeding ticket worried nervous whole ordeal.,anxious,empdial
shocked tiger wood playing golf again.,anxious,empdial
daughter gone elementary school as!,joyful,empdial
riding rollercoasters weekend,anxious,empdial
friend last night. watched movie very epic.,content,empdial
first time someone gave flower made feel so special.,sad,empdial
"cannot wait new super smash bros game, look amazing!",joyful,empdial
felt awful saw man beating dog sidewalk. poor dog bleeding stopped help him. too late.,angry,empdial
"argued long time title film brother, showed wrong.",sad,empdial
always try put dogs. love so much!,content,empdial
daughter cleaned house got home work even asked too. pleasant surprise.,joyful,empdial
remember first child born. overcome pride happiness!,joyful,empdial
friend mine childhood told got early google stock multi millionaire.,joyful,empdial
got new puppy!,joyful,empdial
qt employee put 5 dollar gas tank broke,joyful,empdial
heard hissing noise outside door swear god snake. turned brother playing prank me.,anxious,empdial
saw person obnoxious horribly racist someone could not stand it!,angry,empdial
"work, two coworkers making too much noise. bothering work.",angry,empdial
got offered another job today... not sure take it. pay same.,anxious,empdial
father law's operation next week. put hope god,content,empdial
going getting waxing week. scared.,anxious,empdial
"get hang play card girlfriend parents. parent actually pretty laid back fun around, so looking forward it. glad deal overbearing law like people.",joyful,empdial
wallet stollen work. so angry.,angry,empdial
moved different state husband's job left rest fammily behind.,sad,empdial
ran 5 mile every day 5 week preparation half marathon.,content,empdial
friend bought new bmw. so envious him.,angry,empdial
"giant spider room. afraid spiders. went get something get with, came back. spider missing.",angry,empdial
saw guy mall wearing cut tank top like used see 80's except 400 pounds.,angry,empdial
one friend telling not include best friend movie night. told invite going go either.,content,empdial
recent.y become animal activist. animal pets.,content,empdial
got lottery ticket work today. 100 scratch off. shocked. never win.,anxious,empdial
grateful place rescue animal not landlord,joyful,empdial
"mad got passed position work, thought qualified too, no contact",angry,empdial
so coming home last night.. kinda late. really dark duck scared death.,anxious,empdial
kid went school jail harming puppy!,angry,empdial
die hard brave fan. stick regardless winning losing.,content,empdial
friend going across country. miss seeing almost everyday.,sad,empdial
so thankful invention cars! imagine walk take bike place very far away?,joyful,empdial
guy class used help time stuff even cheated together. really knew would back.,content,empdial
one time stepped bathroom bar vomit almost every surface. ran fast could.,angry,empdial
"proud friend high school valedictorian, great job!",joyful,empdial
took care sick cat weekend. cared much could,content,empdial
grandson graduated high school. developmentally slow so amazed actaully graduated year early!,joyful,empdial
actualy made list went grocery shopping today. forgot nothing!,content,empdial
"situation might hurt freinds feelings, ate friend fridge no food left day. go bed no food. hungry.",sad,empdial
mad brother broke bike. always want use stuff break it.,angry,empdial
thankful go ice climbing norway not fall glacier. want die!,joyful,empdial
chillin saturday night. no work do. dogs.,content,empdial
not sure want ride coasters!!,anxious,empdial
so ready september.,anxious,empdial
can't wait get married,joyful,empdial
like taking grandma lunch dinner sometimes. help get house give something,content,empdial
friday rear ended stop light. person driving car texting looking down.,angry,empdial
excited upcoming ufc weekend. already ordered ppv so ready!,joyful,empdial
miss dog.,sad,empdial
cleaning attic stumbled upon old star war action figures! going really brought back good memories!,content,empdial
went cirqe d' sole show recently quite amazed different acts! smiling watching! skill unbelievable!,joyful,empdial
today way work saw man wheely bike.,joyful,empdial
husband coming home work soon. so happy see him.,joyful,empdial
got new dog. girlfriend surprised puppy birthday.,joyful,empdial
pretty nervous doctor appointment thursday.,anxious,empdial
feel anxious unemployed. need find job soon.,anxious,empdial
seeing reality star tv,angry,empdial
so happy thing right,content,empdial
scheduled c section 2nd child. blood pressure went c section early. completely packed even set babysitter daughter.,content,empdial
friend look lot less strong actually is. totally thought would trouble curling 35 lb dumbbell quite times! really proud gains!,joyful,empdial
ate korean restaurant birthday food delicious.,content,empdial
mom dog big tumor researching shrink them. bit old go surgery seen many modern med work so good animals.,content,empdial
boyfriend kept night playing video games.,angry,empdial
"visited old town, reminded so much childhood.",content,empdial
recently started working nervous first started back up.,anxious,empdial
knew going get job. prepared well,content,empdial
