text,label,source
boyfriend not contact summer holidays. met day registration looked him. canteen asked wanted drink said no not want favour.,angry,isear
very happy got message accepted student medicine.,joyful,isear
"unofficially informed result final examination secondary school. teacher wrote me. went outside, started cry joy.",joyful,isear
felt sad first boyfriend left other. neither fault nor mine.,sad,isear
found big black beetle coffee cup. alive big moving limbs.,angry,isear
bed sheet present parent damaged roommate.,angry,isear
close friend not write.,angry,isear
parent girlfriend gave permission spend holiday together.,joyful,isear
watching horror film.,anxious,isear
"certain friend evokes positive feelings, negative feeling not present. feel need express negative feelings. however, speak him, always think like this, not deserve this, still so.",sad,isear
"adolescent guilt growing feeling bad, immoral sexual desires, 10yrs ago.",sad,isear
heard teasing bulling secondary school.,anxious,isear
young mother told neighbour wet bed. felt ashamed thinking neighbour's child would get know it.,sad,isear
last year put exam autumn session without knowing supplementary examination session. came home exam unpassed felt guilty parent remembered much done me.,sad,isear
"one day, realized alone, felt fear loneliness.",anxious,isear
could not anything bad back.,sad,isear
"friend mine played joke another friend telephone. friend, crying, called got very angry made person apologize.",angry,isear
boyfriend went away month long holiday without me.,angry,isear
"summer job, responsible making various orders. not ordered seasonal merchandise, much left thrown away autumn, felt partly responsible much too large order.",sad,isear
"very sad not get admission english college, 1 less mark wanted.",sad,isear
felt joy passed worst phase life discovered many people considered important them.,joyful,isear
mother got terrible beating father. so bad fainted dad realized bad was.,angry,isear
friend took place gave gift astrologycal map explanation psychologist.,joyful,isear
lied physiology teacher.,sad,isear
not collecting letter friend al promised.,sad,isear
so angry patient refused take drugs.,angry,isear
"promised friend would return book owner , forgot it.",sad,isear
lie boyfriend so suspect bought xmas present expensive had.,sad,isear
parent certain girl refused let marry daughter not fit so yet girl accepted everything later followed parent insisted told never talk again.,sad,isear
get disgusted inherent racist attitude brother law putting various ethnic group also unwillingness challenge attitude order keep peace.,angry,isear
"last day school traditionally celebrated singing song student leaving. song me, thing irritated lot.",angry,isear
cambridge result came obtained first division. thinking not done very well.,joyful,isear
angry person behaved terribly ball offending relatives.,angry,isear
"working delhi, gone alone see hostel would residing.",anxious,isear
worked designer. fitter hard hit damage occurred building site designed.,sad,isear
not questionnaire.,angry,isear
long discussion politics acquaintance. knowledgeable failed explain point view misunderstood so felt depressed left.,sad,isear
saw terrible accident happen laughed lot fright nervous.,sad,isear
promised call girl not it.,sad,isear
"called boy dated me, told ill, while, actually, want go him, later on, asked feeling better, felt ashamed.",sad,isear
seeing relation overseas years.,joyful,isear
friend colleague talk bad me.,sad,isear
grand father caught eating private jelly bean supply.,sad,isear
"one day, important place met group girl waiting bus girl started smoking commanded smoke felt very disgusted.",angry,isear
"child, one day playing, fell waist mud.",angry,isear
"friendship certain girl sometime love going well, happened made friendship come end suddenly without good reasons.",sad,isear
"walking night, saw fire suspended air split several segment something could not see. suspected witch craft.",anxious,isear
"passed driving test, fifth time taken test.",joyful,isear
acceptted student psychology.,joyful,isear
noticed person found attractive seen picking nose.,sad,isear
got separated man loved.,sad,isear
examn.,anxious,isear
roommate unconsiderate.,angry,isear
caught letter girlfriend's handbag certain man. felt anger.,angry,isear
saw film eight nation army conquering beijing.,sad,isear
"death father made feel quite guilty, attitude towards cold indifferent.",sad,isear
"landlord selected new lodger own, used not done, made angry.",angry,isear
overhear people talking saying stupid.,angry,isear
person thought honest took spend little money no way getting money following months.,angry,isear
spoke without thinking very much quite nonsense.,sad,isear
mother father excursion chechoslovakia student camp heard radio event taking place there.,sad,isear
"happened one best friend took shirt without knowledge, put many day short clothes.",angry,isear
exam answered question very little assurance due insufficiet preparation.,sad,isear
"8 year old tonsil operated on. not complicated operation, started very afraid so never forget it.",anxious,isear
felt glad took rather difficult organic chemistry examination.,joyful,isear
received mid term exam paper one major subject found failed it.,sad,isear
spoke friend phone seen many years. joyful event talk him.,joyful,isear
day son said first time mummy .,joyful,isear
"went room mate's drawer see iron could use, came in. felt guilty may thought stealing.",sad,isear
"neighbour accused brother stealing rose bush, very angry not touched all.",angry,isear
invited person wished get closer to. telephoned invited go next night.,joyful,isear
acted negative way certain moment laziness concede moment time thought own.,sad,isear
person not know hurt friend mine.,angry,isear
first time brigade year. time sister bear child. mad joy opened telegram parent learned nephew.,joyful,isear
parent complimented very nicely something.,joyful,isear
bought sister pair sport shoe going join athletic meet. however shoe little big flaws. muttered way blamed wasted money anf felt guilty.,sad,isear
friend still trust friend.,sad,isear
good friend mine moment foreign country. write several month feel guilty.,sad,isear
very disgusted first day went put dead body mortuary. many dead body uncovered so put top bodies.,angry,isear
"lost wallet travelling, since belonged group very afraid.",anxious,isear
puberty smashed favourite toy little brother fit rage.,sad,isear
drunken man forced kiss him.,angry,isear
result certificate exam announced. surprised happy result better expected.,joyful,isear
"saturday, duty hour could last people wanted see.",joyful,isear
parent got divorced.,sad,isear
"meeting new unpleasant people new, demanding situation.",anxious,isear
"boyfriend very fond him. 11 month jubilee , forgotten it. gave red rose.",joyful,isear
younger brother fighting tv video. kept turning every 2 second not listening authority cheeky. fought ended tear won.,angry,isear
"father found bed girl, deep actioon entered room.",sad,isear
girlfriend told wanted leave me.,sad,isear
husband suddenly came see new job brought flower cake him.,joyful,isear
way ski slope difficult steep.,anxious,isear
sister very ill admitted hospital.,anxious,isear
"decided propose man liked make trip together. one day, breakfast told idea. afraid not accepting idea would end failure.",anxious,isear
"meet one friend girl library 8 00 already dark. would walking alone. 45 minute late kept waiting, calling room place could been.",anxious,isear
"told boy friend, loved very much, wanted put end relationship. long time told also long time felt guilty, hurt so much.",sad,isear
day weekend not accomplish amount sudying wanted pleasant activity come up.,sad,isear
left alone one week end without prepared it.,sad,isear
felt ashamed first time drank nobody family drinks. felt let parent friends.,sad,isear
very sad heard brother failed standard 8 exam third time.,sad,isear
"political military trnsgressions around world, generally speaking. cannot described questionaire.",angry,isear
"grandfather life home elderly. always look forward visits. birthday coincidence mummy's day however, nobody went see him. family important grandfather ?",angry,isear
"not given chance explain close relative could not go visit ill. go, thought selfish irresponsible illness.",angry,isear
"seeing uncertain child work model several hours, watched bully age destroy it, telling child worthless.",angry,isear
"discovered mother affair father's best friend, ran away without even speaking letting come home school simply find gone. filled disgust contempt.",angry,isear
saw father coming bathroom. thought alone home came without clothes.,sad,isear
"finished test type exam not dare answer question, doubted whether would pas exam not.",sad,isear
"discussion resulted insult, opinion, not justified.",angry,isear
"trip abroad, lady like member group turned alcoholic. spoilt many day holiday behaviour paranoia.",angry,isear
embarassed exam microbiology. ashamed little knew good examinor. rarely become ashamed.,sad,isear
let girlfriend use essay help write tutor found alike.,sad,isear
football match leaving stadium stadium packed people lost shoe crowd. attempt find give result go home without one shoe. word cross whole town !,sad,isear
broke piggy bank brother mother discovered that.,sad,isear
met mother not seen three years.,joyful,isear
promised visit girlfriend different reason could not make it. rang later tell could not come.,sad,isear
"sort stomach virus last week vomited college morning, cake shop, three time trip home got home.",angry,isear
"cycling spring sunshine give delight. happiness healthy, wonderful finance. simply earth.",joyful,isear
time professor asks question class.,sad,isear
wrongly explained someone important exemple examination.,sad,isear
"21st birthday celebration, cut cake received presents.",joyful,isear
"class mate urged carry particular protest along him, time came fellow drew back face situation.",angry,isear
girl going around forbidden alone house. paid no attention prohibition one day parent appeared jumped window. saw me.,sad,isear
"day ago, hitch hiked arnhem friend. everything went well picked u very quickly, sun shining, feeling free and, first time long time, happy. really feeling living full speed.",joyful,isear
whenever father smoke smell make feel very uncomfortable. never listens complaint curse furiously mind. cannot solve problem violence traditional moral values.,angry,isear
china cannot buy reference.,sad,isear
first passed job interview.,joyful,isear
angry not granted leave pas last weekend.,angry,isear
angry someone stole magazine borrowed another friend locked drawer.,angry,isear
received first year result first year involved lot work very pleased got results.,joyful,isear
"sufficient amount money, brought clothes child felt bad it.",sad,isear
thinking thing lecture.,sad,isear
"senior dinner separated school friends, nothing ever again.",sad,isear
met great friend talked little him. see another miss.,joyful,isear
get angry smaller brother misbehaves talk indecent words.,angry,isear
brother passed exam able graduate courses.,joyful,isear
chased big dog near house.,anxious,isear
"difficult, since remember feeling disgust towards anyone.",angry,isear
"thrown car accident, resulted fracture.",anxious,isear
"sat wrong discussion section beginning semester. insisted right section ta's list included name. found wrong, apologized, turned red left.",sad,isear
girlfriend left house lived together month ago. made very sad.,sad,isear
summer holiday bar happened see dead world woman.,angry,isear
"railway officer, asked ticket checker produce tickets, got very aggressive started abusing using authority very wrong way.",angry,isear
wurm dropped head.,angry,isear
ate sister's food found me. felt very ashamed still refused admit me.,sad,isear
mother unjustly became very angry sent room father explained way saw thing not correct. done thing best intentions.,sad,isear
very close friend mine went hospital major operation see not relative no relative n.z.,sad,isear
emotionally happy love girl longed for.,joyful,isear
"funeral friend 20 year old, killed hit run motorcycle accident.",sad,isear
family heard death grandfather. seen week earlier seemed waiting see us.,sad,isear
failed first exam higher institute.,anxious,isear
felt guilty stealing cookery book colleagues.,sad,isear
"nightmare. dreaming bloodsuckers, tried shake body, everywhere, get glued, suck. lot them. panic.",angry,isear
"saw neighbour, appartment block me, lying road. could injured ill. kept 20 metre away not go help him.",sad,isear
"success mine, real achievement.",joyful,isear
"afternoon received two message informing me, one brother coma u.t.h suffering kidney disease two, uncle met accident way hospital see brother.",sad,isear
playing basketball broke team member's spectacles. face injured piece glass. not serious felt guilty blamed too careless vigorous game.,sad,isear
"lied, precise cancelled meeting good friend.",sad,isear
tried swindle jeweller watch broken wanted repaired pity detected it.,sad,isear
saved money good purpose. also organise party afraid rest little money good purpose feel guilty this.,sad,isear
"feel disgusted bootlickers, helpless people.",angry,isear
"friend got very low mark field work even though worked throughout year, feeling.",angry,isear
quarrelled boyfriend.,sad,isear
hearing death friend skiing.,sad,isear
girl yelled something group guy knew. sounded really childish.,sad,isear
"kid, always opened door greet father came back work. one day so happened hair scattered due crowding train, opened door usual saw something else. so scared could not talk.",anxious,isear
heard name announced radio successful interview admittance medical assistant training course. really happy enjoyed dancing music radio cassette.,joyful,isear
came know feeling someone not reciprocated.,sad,isear
looking father's sheen forest. one day playing friend neighbouring village flock escaped went far place. became dark afraid father. went home hid myself.,anxious,isear
aunt passed away early 1982.,sad,isear
someone spread rumour me.,angry,isear
"time ago took driving test. answer theoretical question very well, failed practical driving test. fault not enough practice.",sad,isear
"felt guilty spent night boyfriend's place, particularly harsh spiteful left home. reason feared possible discussion subject wanted leave defiantly.",sad,isear
mother died august 1978.,sad,isear
whatched horror film friday 13th.,anxious,isear
reunion wife legal separation.,joyful,isear
"winning race training for, many weeks. running race .",joyful,isear
earlier friend spreading negative rumour me.,sad,isear
uncle come 3 time year traditional christmas dinner grandparent relative very drunk.,angry,isear
holiday driving along road beautiful scenery. boyfriend not really talking feeling overwhelmed.,joyful,isear
went halloween party walk shopping center dressed like witch.,sad,isear
flat bath tub kitchen. beginning very intensive feeling shame bath people kitchen.,sad,isear
"heard passed mce exam, spent whole day dancing eating sugarcane garden.",joyful,isear
"taking girlfriend out, seemed taken time.",angry,isear
leave important function early family commitments. someone else complete job.,sad,isear
achievement task friend begun new job. confident handling situation so thinking leaving job 2 day employment.,joyful,isear
inside car husband assaulted gun 10 o'clock evening.,anxious,isear
"felt happy settlement marriage, even though different socio linguistic background parent agreed wedding without conflict discussion. thought would object wedding not happen.",joyful,isear
thief broke house night held wife gun point least ten minute took away lot property.,anxious,isear
sad relation friend not very good.,sad,isear
father died. away time not know two day after.,sad,isear
experienced drive. car passed one comming opposite direction incredibly small distance.,anxious,isear
contact poor family northeast offered crab eat request. fact crab prepared antihygienically appearence also antihygienically caused disgust ate anyway.,angry,isear
going dentist.,anxious,isear
falling cliff mountains.,anxious,isear
left student newspaper chinese university table library. disappeared came back.,angry,isear
yelled parent not buying car like parents.,sad,isear
caught stealing money father.,sad,isear
canteen united college mistook stranger classmate not wearing glasses. realized made mistake saw carefully.,sad,isear
felt guilty not accomplished thing well wanted to.,sad,isear
one day went bath. took clothes soon finished brother came in. felt sad found no reason came in.,sad,isear
felt spoke terribly got mad person important life.,sad,isear
"away holiday 2 months, friend, lived interstate, remembered get back phoned welcome home night arrival.",joyful,isear
reluctantly refused dine certain man table.,sad,isear
leaving home mother thought no reason go felt rejecting her. constantly depressed person bit worry wort felt guilty given additonal problem.,sad,isear
felt ashamed parent found deceived them.,sad,isear
"brother wanted money refused give him, two day later stole father.",sad,isear
talked maliciously colleague work someone else. immediately afterwards felt ashamed.,sad,isear
day learnt girlfriend going around close friend mine.,sad,isear
"father worked house recovered illness, rather lazy. meant work hard not very well later.",sad,isear
criticizing something person realizing person one talking similar.,sad,isear
"sitting electric swing, suddenly machine went order still upward position.",anxious,isear
saw large spider crawling wall.,anxious,isear
nuisance used live flat month ago. experienced feeling tried chase out.,angry,isear
"kanishka blown up, really felt disgusted people killing other.",angry,isear
hurt person's feelings.,sad,isear
ashamed not prepared subject answer presence patients.,sad,isear
ashamed got lowest result mark class. worry too much knew would got much better read enough.,sad,isear
"know certain person feel very lonely, always look forward seeing me. however, often too busy visit her, feel guilty.",sad,isear
passed important exam.,joyful,isear
end term party last week fun happy sang drank soft drinks. possible good time without alcohol.,joyful,isear
"living flat thing not go very well me. finally, threw prejudiced people esteem lot.",angry,isear
gave mom gift wanted years. raflected joy.,joyful,isear
enjoying company bird life eating lunch park group people began throwing stick bird no reason satisfaction seeing scared away.,angry,isear
"generally, late attending matter example paying bill .",sad,isear
done teacher training course b.ed . training asked handle ninth standard class boy school. scared face class first day.,anxious,isear
grandmother died. lived ten years.,sad,isear
"unjust accusation directed way acting, someone close me.",angry,isear
girlfriend left me.,sad,isear
fear come live nijmegen.,anxious,isear
"cleaning pile junk house, huge spider jungle spider ran near me. not like even small spider .",anxious,isear
pulled chair someone kindergarten hit head.,sad,isear
"house fire, saved dog. afraid fire, verging panic.",anxious,isear
"girl said back love, actually refused me. confronted started insulting me.",angry,isear
"news natural calamity, earthquake hundred mexican people died.",sad,isear
"began read thick book, limited time read. also lot work cannot keep up.",sad,isear
heard rumour 1st year exam result out. fear might one failures.,anxious,isear
"examination got bad mark small mistake. went lector wanted talk that, not listen sent away.",angry,isear
"one day mother went visit friends. came back scolded not kept house order, so decided not talk her.",sad,isear
watching entertainment program clever amusing sketch.,joyful,isear
experienced disgust people usually double dealers.,angry,isear
neglecting work done around house telling roommate would get done.,sad,isear
knew husband going child.,joyful,isear
"day ago fell public place, came notice thank god not mocked at. though hurt badly, first moment felt shame, not ache.",sad,isear
got positive result examination achieve bachelor degree plychology.,joyful,isear
divorced.,anxious,isear
masterbated another boy.,sad,isear
exchange point view sister family matter.,angry,isear
colleague decided go saturday not inviting decide either place nor time.,sad,isear
failed test primary school. grade 7 take main exam.,sad,isear
"one class mate disease unexpectedly, coma six day hospital died.",sad,isear
daughter born.,joyful,isear
"going away, leaving dear person behind.",sad,isear
very sad shouted uncle told not given school fee go work garden since gone escort sister bus depot.,sad,isear
driving stopped stop light. planning make right turn soon clear. clear left so started man front car.,anxious,isear
picked girl thought misused position authority not seem realistic possibility continuing relationship.,sad,isear
"father passed away 1978. left alone mother very sick so go live aunt, very short tempered, till mother discharged hospital.",sad,isear
felt guilty day took two piece bread instead one cafeteria girl short bread.,sad,isear
day encountered queer mamba face face chunk leaf behind house.,anxious,isear
taking part mobbing girl class primary school.,sad,isear
"vacations, one day lecture occured buy rose mother. went together pub mother told would getting married next spring. not known so glad.",joyful,isear
"punjab, name religion people killed agitation.",angry,isear
returning school rejoining girlfriend 3 month separation summer.,joyful,isear
friend stolen money k10 disappeared.,angry,isear
time not get well sister. always grumbled said bad thing mother. so mother always scolded her.,sad,isear
not sure whether help old woman going flight stairs. watched saw difficult it.,sad,isear
found bristle liver paste tube.,angry,isear
saw report t.v news apartheid south africa.,angry,isear
"dated another boy several times, still going former boyfriend. made feel little bit guilty towards friend.",sad,isear
ate rotten apple.,angry,isear
ten year old classmate laughed told father retired.,sad,isear
felt anger colleague mine rehearsal acting. learnt text opera act course several month thus making difficulty rest colleagues.,angry,isear
got late could not go lesson time. entered class room stare teacher classmate made feel guilty.,sad,isear
went visit friend very companionable.,joyful,isear
cancelled appointment idle story. afterwards appeared person looked forward reserved time it.,sad,isear
made appointment complete together piece work. appeared one prepared anything.,sad,isear
girl told loved male creature earth would one heart life.,joyful,isear
almost fell rock acting foolishly playing dangerously.,anxious,isear
"very startled when, night 2.00 am, boy approached yelled fuck , however stopped laughed me.",anxious,isear
boyfriend experience something nice made nice walk together.,joyful,isear
"gone aa bookshop buy books. somehow, got very cross security guard checking bought. lost temper screamed him. later felt very ashamed lot people know there.",sad,isear
uncle died saw funeral first time. people stood around open grave cried.,sad,isear
"attempted rape 5 guy held arm behind back molested me, constantly threatening beat me. penetration not occur driver car stopped that.",anxious,isear
"going around foreigner's wife entire family got know it, become christian.",sad,isear
wrote bad letter someone concerning relationship created ourselves.,sad,isear
felt happy saw brother bus depot 3 month without seing other.,joyful,isear
"forgot cook something mother told to, supper time food supposed prepared not there.",sad,isear
nearly caused traffic accident car.,anxious,isear
"brother told person know insulted him. very fond brother, not get angry hurt, protectiveness aroused got angry.",angry,isear
caught stealing box match supermarket plead guilty.,sad,isear
may somebody blamed made caught peeping nursing test made feel disgusted.,angry,isear
"playing football match, one player made mean tackels, kicked everything thing nothing football.",angry,isear
girl halped go living made happy see even two three days.,sad,isear
"one camping night, listened ghost story told classmates.",anxious,isear
"mother told thing sister, told mother confindence.",angry,isear
saw someone licking dining bowl.,angry,isear
interview entry college. result announced radio. long period waiting result released. succeded tension relieved joy.,joyful,isear
somebody stole brother's disco machine.,angry,isear
amusement park ride marriots great america. went way air around around. height not favorite spot life.,anxious,isear
"not able give relative, critical period, helping hand. whenever think feel guilty letting person trusted give helping hand.",sad,isear
day told accepted student economics.,joyful,isear
"yelling girlfriend, felt bad ? cry upset.",sad,isear
"finished exam 12th grade, worried getting t.e. score high enough physiotherapy. found accepted ecstatic, appropriately, could jump joy.",joyful,isear
"friend gone way something not bother acknowledge efforts, treated badly thereafter.",angry,isear
elder brother expelled college so frustated attempted suicide drank bottle fragments. very sad learnt this.,sad,isear
"hunting, lost fog mountains.",anxious,isear
"disgusted dropped vital catch, playing cricket match, lost match though catch difficult.",angry,isear
moment affect offended person very close me. given ground trifling comparison way insulted him. moment later felt sense guilt.,sad,isear
"school difficulty mith mathematics. work examination, really felt disgusted.",angry,isear
come home late night.,anxious,isear
morning sleep feeling someboby attacking me. started cry sleep room mate woke up.,sad,isear
"grandmother die, effect night, read book, bed, perfect darkness, fear arose too may suddenly die.",anxious,isear
t.v feature showing violation defenceless people.,angry,isear
"10, got busted stealing candy bar.",sad,isear
got low mark b.sc final.,angry,isear
"told person something happened friend, person went told friend.",sad,isear
dancing theatre. not sure whether frieends mine come see me. very scared thing wrong.,sad,isear
sanatorium. front boy fell invalid's chair. could help didn't. felt like paralysed.,sad,isear
not applicable myself.,anxious,isear
"saw parent punishing little child something not done. opinion, even done not punished it.",angry,isear
boyfriend promised take see game tennis rang saying going pub friend instead.,angry,isear
worked harbour emptied latrine container back lorries.,angry,isear
"entered hostel year. mother ill could not move needed people look her. every week left home go back school, felt guilty.",sad,isear
serious argument dear person.,angry,isear
"insulted front parents, believed people insulting .",sad,isear
car came very close hitting whilst crossing street.,anxious,isear
justify confidence people respect.,sad,isear
realized not friend like comment pas presence.,sad,isear
"saddest ever lover killed, hitch hiking work.",sad,isear
death father.,sad,isear
middle child became very difficult handle birth baby brother not patience him.,sad,isear
sexually assulted bus noone helped people laughed .,angry,isear
felt last hour come unexpectedly found hand of.,anxious,isear
term exam happened meet person respect think very highly. nice although see rarely not forgotten me.,joyful,isear
"feared would describe sexual life older, strange woman.",sad,isear
"talkiing past happy hour two friend night camp month ago. shared feelings, notion every hidden anxiety. thought cared very happy satified.",joyful,isear
"decided move away parent's home, mother told part torn her.",sad,isear
father very quiet discovered going coloured boy. called name really upset.,sad,isear
time ago girl tried make without action part. used possible means. although behaved refusingly not give longer time.,angry,isear
"estrangement best woman friend. going different way quite time now, break total got married husband unreasonably jealous me.",sad,isear
news spread found sexual intercourse small girl. first annoyed later became ashamed many people seemed believe it.,sad,isear
"prepare report write it. read book hand, quite uneasy felt manage.",sad,isear
insulted woman public.,sad,isear
made wonderful driend understands me.,joyful,isear
time came see dead body operate them.,anxious,isear
time learnt passed malawi school leaving certificate examinations.,joyful,isear
"parent attitude towards become reconciled, despite father's long time addiction.",angry,isear
very happy scholarship continue studying unza approved cancelled.,joyful,isear
got driver licence.,joyful,isear
"friend died one other. first died car accident second one recently, due illness.",sad,isear
arriving home work long tiring day find no dinner prepared expected.,angry,isear
class leader getting thing not want do.,angry,isear
"uncle gave first year's results. opened envelope eye ran two b ec110 m160, meant qualified major economics.",joyful,isear
ex colleague asked interested working account bureau. needed clever people immediately thought me.,joyful,isear
"got midterm exam results, result average near lowest. scared final exam.",anxious,isear
informed accepted student psychology.,joyful,isear
misbehaved party not wish meet person question later.,sad,isear
playing football tournament saw rule openly disregarded.,angry,isear
meeting old friend high school.,joyful,isear
cannot recall emotion force.,sad,isear
forced friend chew poisonous herb primary school. tongue swollen told mother it. mother reported headmaster threatened expel us.,anxious,isear
"not pick water mellon skin, someone slipped it.",sad,isear
quarelled parents.,angry,isear
cheated father book allowance university. discovered given k150 per year books.,sad,isear
boy next door set fire house accident.,sad,isear
"house hunting another person got flat would liked, too, heaped floot word letter.",angry,isear
going exam.,anxious,isear
exam pharmacology tried prompt coleague asked something assistant professor made sharp remark.,sad,isear
colleague asked study her. could not explain thing perfectly expected. so reacted aggressive manner.,angry,isear
"enrolling varsity, told get certain papers.",sad,isear
"last night chat fellow student. known half year, first time speaking language meaning inspiring discussion encounter.",joyful,isear
disgusted brother arrested stealing money.,angry,isear
6 month old son happy well.,joyful,isear
"received letter informing accepted chinese university student, excited longed it.",joyful,isear
"promised task someone close me, outset knew important it, came it, let down.",sad,isear
mother betrayed obtaining money husband separated pending divorce.,angry,isear
ex boyfriend want sleep anymore insisted. made love felt very badly felt guilty.,sad,isear
last time felt coming home late night.,anxious,isear
met girlfriend another town long separation.,joyful,isear
friend attend very important meeting promised come pick up. not turn felt very angry him.,angry,isear
"last year asked look niece mother cooking. unfortunately kid fell bed, confident would not fall not paying much attention.",sad,isear
student accused stolen textbook found form bearing name book explanation fell deaf ears.,angry,isear
"told friend calculated salary cheating little. friend remarked it, understood wrong so, felt ashamed.",sad,isear
"one day went town get grocery. way back, took mini bus full drunk students. felt very disgusted.",angry,isear
father very drunk raging home.,anxious,isear
bus sitting next colleage drunk behaved keeping state.,angry,isear
together best friend.,joyful,isear
"wife died hospital, pregnant undergone operation.",sad,isear
very heated argument sister began hitting head newspaper holding.,sad,isear
room mate watching video tape prevented watching news. first feeling treated unfairly came feeling anger.,angry,isear
misunderstanding father time found wrong.,sad,isear
roommate came home 10 morning sleeping guy not know got drunk. se boyfriend too .,angry,isear
"day boyfriend saw touched breast without shirt, pants.",sad,isear
"supposed go girlfriend one saturday night, got really drunk friend earlier afternoon evening. so, totally forgot going girlfriend. showed next day, remembered.",sad,isear
guilt often unable visit close relative hospital death felt very guilty wished done more.,sad,isear
caught shop lifting shame.,sad,isear
movie saw effect white settler africa.,angry,isear
"feeling inadequate group situation, unable convey thought feelings.",sad,isear
dad passed away.,sad,isear
one lover told flirt.,sad,isear
certain night initiation.,anxious,isear
drunk man bumped wanted grip me. fortunately able break loose.,angry,isear
met very good friend not seen long time.,joyful,isear
told lie friend sister april fool's day. later came see told very foolish thing do.,sad,isear
"small boy, took coin empty taxi cab. mother saw told driver it. even knew driver.",sad,isear
walking alone street late night 2.30 . very quiet. man approached said hello .,anxious,isear
situation ignored belief principle trip whimsy.,angry,isear
bacame involved boy very brief moment not liked needed sort company. consequence expected caused much shame.,sad,isear
shown anger toward dog killed later day.,sad,isear
"next door nieghbour ran cat driveway, tried finish flat shovel. would taken cat veterinary either kill humanely cure.",angry,isear
stole coconut cake reception table put mouth realized host watching me.,sad,isear
examined teacher greatly respected. well prepared subject put side issue answer.,sad,isear
caught cheating diet.,sad,isear
very much ashamed friend beat school defeated.,sad,isear
got very low mark one assignments.,sad,isear
"living overseas city made decision leave city come home 12 month met whole new set friends, leaving airport sad traumatic helped many way knew see many again.",sad,isear
room mate locked room without specifying would find keys. spend several hour friend's room.,angry,isear
shouted quarrelled no reason rude mother behaviour influenced outward factors.,sad,isear
heard made second year unza.,joyful,isear
lovely girlfriend double crossed so found chatting another guy.,angry,isear
lost friend.,sad,isear
take exam very excited not much time housekeeping. friend everything.,sad,isear
failed first entrance exam.,sad,isear
"finally found place live, felt relieved, predicting change life, became happy.",joyful,isear
admitted sofia university.,joyful,isear
"teacher asked question class, concerning something read earlier, not know answer, so felt ashamed front whole class.",sad,isear
"break someone's thing carelessness, something make others feel unhappy hurt self esteem self confidence others, especially happen friend family members.",sad,isear
"hearing death grandfather. first could not believe it, later wept felt situation hopeless. felt lonely wanted consolated.",sad,isear
boyfriend told would difficult marry me.,angry,isear
slept guy best friend wanted to. never intercourse anyone terrible complex it.,angry,isear
"last day school life very sad, specially farewell party day. felt sad leave behind beloved teacher friends.",sad,isear
school whhen received letter dean school congratulating performance previous year's exam.,joyful,isear
worked life saving sevice saw first exitus.,angry,isear
dog stolen.,sad,isear
learned two friend serious car accident.,sad,isear
"drinking soft drink, impression swallowing piece glass so went district hospital got admitted there.",anxious,isear
"thought failed examination, informed mark, saw passed it.",joyful,isear
achieved goal indirectly. work cal football 2nd win season very gratifying brought joy hard work involved fact no one expected would win.,joyful,isear
walking dark myself.,anxious,isear
good result certificate examination.,joyful,isear
"truely, got very ashamed brother sent business machine limited company due improper handling office equipment sale services.",sad,isear
china winning asian olympic games.,joyful,isear
spent lovely relaxing evening boyfriend. played game talked evening.,joyful,isear
main disgust codfish detest even smell it.,angry,isear
ignoring parents'wishes.,sad,isear
away long time friend told passed written examinations.,joyful,isear
"lived alone repulsive area city rotterdam. annoyed, heard lot burglary assaults. especially evening night frequently felt anxious.",anxious,isear
felt joy passed malawi school certificate education.,joyful,isear
fear left alone bus depot night. problem move place.,anxious,isear
confronted policeman one night around 11 o'clock. afraid threatened take girl gallows.,anxious,isear
heard girl friend chosen english lecture not. lost temper very upset now.,sad,isear
saw dead body mortuary became afraid filled fear.,anxious,isear
"young stole something shop got caught, taken police station parent come get me.",sad,isear
ex girlfriend discovered certain risk pregnant.,sad,isear
dear hamster called hannes died age 2 1 2 years. shape forced mercy killing injection .,sad,isear
weather very bad fog slipperiness newcast report many traffic accident boyfriend driving home still 60 kilometer go.,anxious,isear
felt shame found almost last exam.,sad,isear
"got argument photographer pose twelve times, period four weeks, could get snap mine. every time film processed snap not come although others did.",angry,isear
hit young sister without valid reason.,sad,isear
"fridge home lock. one day wanted something, unscrewed door unfortunately caught act.",sad,isear
"used play group classmate found later cheap thought, behaviour conduct would smoke, fight speak foul language. thought destroyed image college students.",angry,isear
male family try assign house duty exclusively referance sex.,angry,isear
dog left whining outside shop.,angry,isear
dreamed attacked friend.,anxious,isear
found baby whipped auntie. really sad moment sadness still on.,sad,isear
mum learnt beaten someone fight.,sad,isear
shame came beaten teacher school front boy girl friend girlfriend apart classmates.,sad,isear
class wanted go home. friend mine asked wait half hour take back home. said no.,sad,isear
group assignment left work take blame mistakes.,angry,isear
"brother came see found boy friend. boyfriend greeted him, not answer instead started shouting scolding prescence boyfriend.",sad,isear
sport fisherman catch gull instead fish hooks. often mistake make angry.,angry,isear
child passed away short illness eleven month old. told death without knowing ill.,sad,isear
disgust consistently making foolish error communicating others asking 1 2 kg nut wanted 50 g .,angry,isear
boyfriend lied me.,angry,isear
"sometimes unfair parents, happened deceive trifling things.",sad,isear
men talking sister.,sad,isear
"felt joy strongly year ago, took part nh competition first.",joyful,isear
"teenage neighbour smashed letterbox fifth time couple months. deliberate action kid stayed home, meal yet took dislike daughter.",angry,isear
